sec,cadence,power,speed,altitude
0.0,92.0,337.0,36.8712,0.0
1.0,92.0,352.0,37.71360000000001,0.0
2.0,93.0,380.0,38.6208,0.0
3.0,94.0,348.0,39.474,0.0
4.0,94.0,349.0,40.1292,0.0
5.0,94.0,333.0,40.6476,0.0
6.0,94.0,321.0,41.0184,0.0
7.0,93.0,333.0,41.31,0.0
8.0,93.0,338.0,41.6088,0.0
9.0,93.0,361.0,41.7924,0.0
10.0,93.0,354.0,42.1812,0.0
11.0,93.0,342.0,42.5232,0.0
12.0,93.0,347.0,42.768,0.0
13.0,93.0,325.0,43.0164,0.0
14.0,92.0,313.0,43.2288,0.0
15.0,92.0,296.0,43.4592,0.0
16.0,92.0,318.0,43.8408,0.0
17.0,93.0,344.0,44.3088,0.0
18.0,93.0,339.0,44.8812,0.0
19.0,94.0,325.0,45.363600000000005,0.0
20.0,94.0,341.0,45.9144,0.0
21.0,95.0,294.0,46.4184,0.0
22.0,94.0,269.0,46.782,0.0
23.0,94.0,276.0,47.1888,0.0
24.0,95.0,301.0,47.6208,0.0
25.0,95.0,302.0,48.06,0.0
26.0,95.0,333.0,48.5064,0.0
27.0,95.0,333.0,48.888,0.0
28.0,95.0,320.0,48.9456,0.0
29.0,95.0,323.0,48.7584,0.0
30.0,94.0,283.0,49.0644,0.0
31.0,95.0,309.0,49.5252,0.0
32.0,95.0,296.0,49.9752,0.0
33.0,95.0,271.0,50.3928,0.0
34.0,96.0,290.0,50.8068,0.0
35.0,96.0,275.0,51.2064,0.0
36.0,96.0,279.0,51.5484,0.0
37.0,96.0,262.0,51.8796,0.0
38.0,96.0,264.0,52.1892,0.0
39.0,96.0,293.0,52.56,0.0
40.0,96.0,278.0,52.887600000000006,0.0
41.0,96.0,230.0,53.1,0.0
42.0,95.0,234.0,53.2404,0.0
43.0,95.0,246.0,53.38440000000001,0.0
44.0,94.0,222.0,53.5104,0.0
45.0,94.0,194.0,53.5356,0.0
46.0,93.0,180.0,53.4852,0.0
47.0,93.0,186.0,53.406000000000006,0.0
48.0,92.0,196.0,53.298,0.0
49.0,90.0,190.0,52.956,0.0
50.0,89.0,241.0,52.1064,0.0
51.0,88.0,247.0,51.156000000000006,0.0
52.0,85.0,228.0,50.2128,0.0
53.0,84.0,234.0,49.4172,0.0
54.0,83.0,221.0,48.5352,0.0
55.0,86.0,239.0,47.6352,0.0
56.0,85.0,241.0,46.4724,0.0
57.0,84.0,244.0,45.2736,0.0
58.0,83.0,235.0,44.4204,0.0
59.0,81.0,252.0,43.5168,0.0
60.0,81.0,259.0,43.038,0.0
61.0,82.0,252.0,42.6888,0.0
62.0,82.0,250.0,42.534,0.0
63.0,83.0,244.0,42.5556,0.0
64.0,83.0,238.0,42.5844,0.0
