sec,cadence,power,speed,altitude
0.0,92.0,352.0,42.8292,0.0
1.0,92.0,326.0,43.3512,0.0
2.0,91.0,299.0,43.6428,0.0
3.0,91.0,328.0,43.992,0.0
4.0,91.0,308.0,44.3304,0.0
5.0,90.0,260.0,44.5608,0.0
6.0,89.0,254.0,44.7444,0.0
7.0,89.0,311.0,44.892,0.0
8.0,89.0,316.0,45.2448,0.0
9.0,89.0,331.0,45.6156,0.0
10.0,89.0,348.0,45.9936,0.0
11.0,90.0,367.0,46.3932,0.0
12.0,90.0,339.0,46.6848,0.0
13.0,90.0,373.0,46.9008,0.0
14.0,89.0,360.0,46.9872,0.0
15.0,88.0,345.0,46.7892,0.0
16.0,87.0,350.0,46.3068,0.0
17.0,85.0,355.0,45.6804,0.0
18.0,84.0,348.0,45.064800000000005,0.0
19.0,83.0,361.0,44.6364,0.0
20.0,82.0,342.0,44.4456,0.0
21.0,82.0,361.0,44.5572,0.0
22.0,83.0,361.0,44.9784,0.0
23.0,84.0,348.0,45.5904,0.0
24.0,86.0,364.0,46.3932,0.0
25.0,87.0,366.0,47.394,0.0
26.0,89.0,320.0,48.4416,0.0
27.0,86.0,330.0,49.4136,0.0
28.0,84.0,342.0,50.4504,0.0
29.0,84.0,322.0,51.462,0.0
30.0,86.0,332.0,52.47,0.0
31.0,87.0,312.0,53.4384,0.0
32.0,88.0,308.0,54.3672,0.0
33.0,88.0,272.0,55.2528,0.0
34.0,88.0,234.0,55.9944,0.0
35.0,88.0,234.0,56.6208,0.0
36.0,88.0,234.0,57.2148,0.0
37.0,0.0,0.0,57.6792,0.0
38.0,0.0,0.0,57.8988,0.0
39.0,0.0,0.0,58.0824,0.0
40.0,0.0,0.0,58.23,0.0
41.0,0.0,0.0,58.327200000000005,0.0
42.0,0.0,0.0,58.392,0.0
43.0,0.0,0.0,58.4388,0.0
44.0,0.0,0.0,58.4748,0.0
45.0,0.0,0.0,58.46040000000001,0.0
46.0,0.0,0.0,58.3848,0.0
47.0,0.0,0.0,58.266,0.0
48.0,0.0,0.0,58.0896,0.0
49.0,0.0,0.0,57.8952,0.0
50.0,0.0,0.0,57.834,0.0
51.0,68.0,342.0,58.23,0.0
52.0,70.0,378.0,58.8132,0.0
