sec,hr,ve,vo2,vco2,fat,cho,rer
-10.0,76.0,19.496,680.2889382,628.545567,1250.0,3566.0,0.9239391260176749
-8.0,76.0,15.158,463.7454075,420.2728967,1046.0,2224.0,0.9062578084937692
-3.0,75.0,18.718,681.3435531,611.8074221,1670.0,3125.0,0.8979426301406653
1.0,80.0,23.295,1009.9218137,882.559157,3043.0,4027.0,0.8738885971445771
5.0,82.0,20.834,816.4794859,715.2345962,2420.0,3298.0,0.8759982443546658
7.0,88.0,23.512,1039.4897761,883.9070216,3697.0,3541.0,0.8503277684137293
11.0,98.0,32.943,1378.0891378,1220.7082091,3770.0,5903.0,0.8857977148334215
15.0,102.0,27.505,1119.2491358,997.3024765,2925.0,4941.0,0.8910460098655008
20.0,108.0,23.019,967.9167391,855.5053107,2692.0,4099.0,0.8838625019497817
23.0,109.0,27.6,1233.4527169,1029.5445199,4828.0,3729.0,0.8346850315328856
27.0,113.0,30.44,1470.7225555,1214.0107672,6066.0,4117.0,0.825451926782529
31.0,112.0,30.237,1541.9848664,1210.333046,7764.0,2813.0,0.7849188875800759
35.0,111.0,26.861,1424.9413913,1101.0542688,7561.0,2186.0,0.7727014426856449
39.0,110.0,29.098,1626.8927683,1224.4058053,9352.0,1724.0,0.7526038772545696
43.0,110.0,35.777,1956.0521472,1492.7504247,10792.0,2558.0,0.7631444932778528
47.0,110.0,30.793,1650.6138366,1265.5984668,8976.0,2299.0,0.766744127994789
51.0,111.0,42.745,2201.111568,1731.9825764,10988.0,4117.0,0.7868672363453774
55.0,111.0,38.367,1828.0120093,1503.6629588,7659.0,4989.0,0.8225673306029303
59.0,110.0,31.796,1521.2600732,1243.3287062,6555.0,3958.0,0.8173018723778334
62.0,110.0,35.815,1776.5641417,1467.8401264,7296.0,5006.0,0.8262241097557103
65.0,111.0,33.954,1678.3147706,1373.3468968,7195.0,4406.0,0.8182892272997314
69.0,113.0,49.834,2329.4849568,1984.1134711,8210.0,8015.0,0.8517391216921895
72.0,113.0,27.201,1304.8937142,1098.2013781,4902.0,4166.0,0.8416021674020262
75.0,116.0,37.252,1773.2276376,1483.6884628,6859.0,5449.0,0.836716297072901
79.0,118.0,32.559,1583.7290065,1352.9813232,5488.0,5549.0,0.8543010310773139
82.0,115.0,36.351,1741.3339648,1466.5325456,6518.0,5584.0,0.842189135022378
85.0,114.0,38.273,1796.9470282,1545.9156942,5979.0,6561.0,0.8603012052884732
88.0,113.0,42.073,1915.7297382,1688.4922835,5438.0,7995.0,0.881383344336707
92.0,111.0,37.356,1640.3036496,1470.5777607,4076.0,7466.0,0.8965277624411865
96.0,112.0,50.627,1927.6078775,1871.9055162,1360.0,12430.0,0.9711028565767001
99.0,110.0,29.679,1151.6949881,1107.201308,1084.0,7138.0,0.9613667849910477
103.0,109.0,28.561,1230.2778209,1162.578012,1643.0,7107.0,0.9449719341843659
106.0,111.0,35.32,1686.1870089,1503.5699073,4381.0,7471.0,0.8916981920533643
109.0,112.0,27.541,1261.2142066,1083.5172886,4231.0,4568.0,0.8591064728972266
113.0,114.0,34.407,1785.7546924,1523.4477657,6237.0,6204.0,0.8531114448046234
116.0,117.0,36.407,1741.9559485,1483.3777249,6147.0,5986.0,0.8515586896312378
119.0,119.0,34.94,1683.5359023,1423.0668921,6183.0,5526.0,0.8452845526821527
122.0,119.0,37.31,1757.2369518,1488.17378,6389.0,5837.0,0.8468828170700662
125.0,119.0,37.956,1802.8891839,1536.8086015,6326.0,6233.0,0.8524143442779905
128.0,118.0,40.744,1906.9409889,1642.3689861,6303.0,7008.0,0.861258421555763
131.0,117.0,55.469,2402.742877,2199.9993121,4890.0,12089.0,0.9156199496663829
134.0,117.0,34.243,1441.0668539,1316.3201704,3007.0,7171.0,0.9134344925341982
