sec,speed,cadence,power,altitude
0.0,14.4,89.0,62.0,50.0
1.0,14.497200000000001,89.0,76.0,50.0
2.0,14.497200000000001,90.0,79.0,50.0
3.0,14.497200000000001,90.0,67.0,50.0
4.0,14.497200000000001,90.0,66.0,50.0
5.0,14.597999999999999,90.0,80.0,50.0
6.0,14.597999999999999,90.0,82.0,50.0
7.0,14.497200000000001,90.0,79.0,50.0
8.0,14.4,90.0,51.0,50.0
9.0,14.4,90.0,54.0,50.0
10.0,14.4,89.0,79.0,50.0
11.0,14.4,89.0,73.0,50.0
12.0,14.2992,89.0,69.0,50.0
13.0,14.4,89.0,64.0,50.0
14.0,14.497200000000001,89.0,124.0,50.0
15.0,14.597999999999999,90.0,111.0,50.0
16.0,14.6988,90.0,95.0,50.0
17.0,14.7996,91.0,97.0,50.0
18.0,14.7996,91.0,95.0,50.0
19.0,14.8968,92.0,79.0,50.0
20.0,15.0984,92.0,138.0,50.0
21.0,15.199200000000001,93.0,131.0,50.0
22.0,15.3,94.0,107.0,50.0
23.0,15.397200000000002,95.0,103.0,50.0
24.0,15.397200000000002,95.0,86.0,50.0
25.0,15.397200000000002,95.0,87.0,50.0
26.0,15.498,95.0,89.0,50.0
27.0,15.498,96.0,102.0,50.0
28.0,15.498,96.0,93.0,50.0
29.0,15.498,96.0,82.0,50.0
30.0,15.5988,96.0,93.0,50.0
31.0,15.5988,96.0,90.0,50.0
32.0,15.5988,96.0,92.0,50.0
33.0,15.5988,96.0,81.0,50.0
34.0,15.5988,97.0,93.0,50.0
35.0,15.5988,97.0,85.0,50.0
36.0,15.5988,97.0,84.0,50.0
37.0,15.5988,97.0,81.0,50.0
38.0,15.5988,97.0,83.0,50.0
39.0,15.5988,97.0,82.0,50.0
40.0,15.6996,97.0,99.0,50.0
41.0,15.6996,97.0,97.0,50.0
42.0,15.6996,97.0,90.0,50.0
43.0,15.7968,97.0,106.0,50.0
44.0,15.7968,98.0,93.0,50.0
45.0,15.7968,98.0,95.0,50.0
46.0,15.7968,98.0,91.0,50.0
47.0,15.897600000000002,98.0,95.0,50.0
48.0,15.897600000000002,98.0,94.0,50.0
49.0,15.897600000000002,98.0,89.0,50.0
50.0,15.9984,99.0,98.0,50.0
51.0,15.9984,99.0,95.0,50.0
52.0,15.897600000000002,99.0,84.0,50.0
53.0,15.897600000000002,99.0,73.0,50.0
54.0,15.7968,98.0,71.0,50.0
55.0,15.7968,98.0,76.0,50.0
56.0,15.7968,98.0,79.0,50.0
57.0,15.7968,98.0,80.0,50.0
58.0,15.7968,98.0,86.0,50.0
59.0,15.7968,98.0,79.0,50.0
60.0,15.6996,98.0,91.0,50.0
