sec,hr,ve,vo2,vco2,fat,cho,rer
-10.0,84.0,23.682,1205.6999175,862.5870169,7904.0,234.0,0.7154242978539475
-6.0,87.0,24.079,1239.473676,908.9917956,7645.0,756.0,0.7333691817751844
-2.0,91.0,33.903,1604.1268917,1243.1130726,8432.0,2546.0,0.7749468443126655
1.0,94.0,30.613,1396.3218477,1110.7634422,6701.0,2900.0,0.7954924174749773
5.0,95.0,29.276,1311.7308643,1082.9826369,5405.0,3677.0,0.8256134443233746
8.0,95.0,24.264,1052.2807475,864.7048424,4429.0,2851.0,0.8217434790614184
12.0,97.0,34.258,1539.6583789,1319.3170555,5244.0,5492.0,0.8568894720935293
16.0,100.0,27.832,1250.5971353,1050.4783349,4744.0,3943.0,0.8399814018828737
18.0,100.0,24.482,1138.4384515,920.2583892,5135.0,2716.0,0.8083514642249415
23.0,103.0,37.622,1647.658437,1413.8397705,5566.0,5926.0,0.858090329130515
26.0,101.0,22.476,961.5940875,798.525544,3858.0,2808.0,0.8304185252178976
30.0,102.0,31.755,1448.6912969,1222.280528,5372.0,4700.0,0.8437135852306921
33.0,104.0,26.678,1202.6104494,985.446693,5124.0,3190.0,0.8194230255455154
37.0,107.0,28.616,1455.4394015,1169.6418273,6720.0,3307.0,0.8036348515057017
41.0,109.0,44.075,1966.2348405,1641.5131963,7690.0,5953.0,0.8348510373677309
43.0,108.0,30.975,1373.009461,1125.0282417,5852.0,3641.0,0.819388557512642
46.0,108.0,30.653,1418.7711428,1158.4822933,6138.0,3665.0,0.816539227752892
49.0,106.0,32.845,1547.150558,1254.1086854,6901.0,3774.0,0.8105925301938197
52.0,104.0,30.506,1428.978024,1161.356864,6305.0,3559.0,0.8127184914636588
56.0,102.0,45.047,1979.6155936,1662.5902174,7516.0,6235.0,0.8398550823579449
59.0,103.0,31.929,1392.8901844,1158.7066486,5542.0,4116.0,0.831872219057329
62.0,107.0,50.126,2096.702283,1856.1754149,5761.0,8954.0,0.8852832516804199
65.0,106.0,29.124,1237.6716807,1072.9860605,3928.0,4722.0,0.8669391707283328
68.0,107.0,27.349,1335.6845762,1137.7387035,4706.0,4598.0,0.8518019327114245
71.0,110.0,38.415,1735.2260305,1486.4582315,5920.0,6179.0,0.8566366602232688
74.0,112.0,39.75,1743.7192136,1501.6582764,5767.0,6405.0,0.8611812410438189
77.0,111.0,38.604,1655.5074911,1442.341642,5090.0,6492.0,0.8712383663342036
80.0,110.0,54.036,2029.7831535,1904.5049427,3037.0,11379.0,0.9382800026771432
82.0,109.0,35.528,1262.8830995,1184.6272894,1897.0,7072.0,0.9380340032018932
85.0,109.0,38.318,1401.9728242,1335.8914604,1607.0,8383.0,0.9528654459920022
92.0,110.0,22.835,1099.7389883,980.7987867,2853.0,4877.0,0.8918468810641511
95.0,110.0,44.989,2165.2585014,1818.8103555,8214.0,6827.0,0.8399968661127548
99.0,113.0,28.744,1355.0134913,1136.2986984,5184.0,4226.0,0.8385884758312148
102.0,109.0,47.207,2161.7930535,1829.6215306,7887.0,7152.0,0.8463444396945371
105.0,109.0,56.437,2182.3922271,1990.0963905,4634.0,10775.0,0.9118875909599778
108.0,109.0,25.485,930.2773787,828.6731833,2437.0,4100.0,0.8907807523579849
113.0,111.0,32.126,1536.7857354,1390.2858301,3524.0,7308.0,0.904671222587924
116.0,111.0,48.0,2168.9620662,1905.8551748,6293.0,8907.0,0.8786945629432049
120.0,112.0,33.862,1523.5036555,1348.6877799,4187.0,6505.0,0.8852540491328017
124.0,108.0,51.134,1990.9657271,1867.7349573,2987.0,11153.0,0.9381050270616684
127.0,107.0,40.746,1619.6753852,1517.4601047,2477.0,9023.0,0.9368915021898798
129.0,108.0,35.333,1314.0754543,1226.0750198,2131.0,7191.0,0.9330324341634726
131.0,110.0,34.728,1070.5795555,1018.8973912,1257.0,6370.0,0.9517250595394916
135.0,109.0,35.4,1615.4219477,1496.6137319,2872.0,8571.0,0.926453756574772
137.0,108.0,32.4,1240.3504126,1087.5311627,3653.0,5035.0,0.8767934864635043
139.0,110.0,46.878,1914.1518397,1712.9159794,4831.0,8632.0,0.8948694371437435
143.0,114.0,45.744,1874.6437396,1739.9092104,3259.0,10025.0,0.9281279283343996
146.0,114.0,31.056,1389.8053676,1214.5246211,4188.0,5541.0,0.8738810839371809
149.0,113.0,38.157,1639.6325389,1441.8202515,4732.0,6760.0,0.8793557198293291
152.0,114.0,35.272,1660.9580487,1416.7696526,5806.0,5766.0,0.8529834053959872
154.0,114.0,35.973,1621.7710527,1338.6979646,6689.0,4539.0,0.8254543465745509
157.0,115.0,57.093,2459.2653576,2186.5822876,6537.0,10737.0,0.889120110948047
160.0,116.0,22.694,912.5885306,794.7312707,2814.0,3570.0,0.8708538887481827
163.0,122.0,50.494,2308.4784375,2061.1531126,5934.0,10295.0,0.8928621897080207
166.0,124.0,37.835,1675.2769071,1469.235586,4926.0,6809.0,0.8770105883828666
