sec,speed,cadence,power,altitude
0.0,10.098,62.0,49.0,50.0
0.0,10.299600000000002,63.0,46.0,50.0
1.0,10.4976,63.0,62.0,50.0
2.0,10.5984,64.0,74.0,50.0
3.0,10.6992,65.0,65.0,50.0
4.0,10.8,66.0,69.0,50.0
5.0,10.897200000000002,66.0,72.0,50.0
6.0,10.998000000000001,67.0,67.0,50.0
7.0,11.3976,68.0,80.0,50.0
8.0,11.700000000000001,69.0,126.0,50.0
9.0,12.0996,72.0,134.0,50.0
10.0,12.3984,73.0,122.0,50.0
11.0,12.6972,77.0,122.0,50.0
12.0,12.798,78.0,103.0,50.0
13.0,12.999600000000001,79.0,96.0,50.0
14.0,13.0968,80.0,80.0,50.0
15.0,13.1976,81.0,97.0,50.0
16.0,13.3992,81.0,98.0,50.0
17.0,13.5972,83.0,104.0,50.0
18.0,13.698,84.0,97.0,50.0
19.0,13.698,84.0,89.0,50.0
20.0,13.798800000000002,85.0,82.0,50.0
21.0,13.899600000000001,85.0,84.0,50.0
22.0,13.899600000000001,86.0,85.0,50.0
23.0,13.9968,86.0,84.0,50.0
24.0,13.9968,86.0,78.0,50.0
25.0,14.1984,87.0,95.0,50.0
26.0,14.1984,88.0,81.0,50.0
27.0,14.1984,88.0,92.0,50.0
28.0,14.2992,88.0,80.0,50.0
29.0,14.2992,88.0,80.0,50.0
30.0,14.2992,88.0,76.0,50.0
31.0,14.2992,88.0,74.0,50.0
32.0,14.2992,89.0,78.0,50.0
33.0,14.2992,89.0,75.0,50.0
34.0,14.2992,89.0,71.0,50.0
35.0,14.2992,89.0,70.0,50.0
36.0,14.4,89.0,76.0,50.0
37.0,14.4,89.0,90.0,50.0
38.0,14.4,89.0,84.0,50.0
39.0,14.497200000000001,90.0,80.0,50.0
40.0,14.497200000000001,90.0,75.0,50.0
41.0,14.497200000000001,90.0,85.0,50.0
42.0,14.497200000000001,90.0,74.0,50.0
43.0,14.4,89.0,67.0,50.0
44.0,14.4,90.0,71.0,50.0
45.0,14.4,90.0,70.0,50.0
46.0,14.4,89.0,67.0,50.0
47.0,14.4,89.0,75.0,50.0
48.0,14.4,89.0,70.0,50.0
49.0,14.4,89.0,73.0,50.0
50.0,14.4,89.0,76.0,50.0
51.0,14.4,89.0,77.0,50.0
52.0,14.6988,89.0,89.0,50.0
53.0,14.8968,91.0,153.0,50.0
54.0,14.8968,92.0,107.0,50.0
