sec,hr,ve,vo2,vco2,fat,cho,rer
-10.0,73.0,13.754,380.1987618,366.0543377,345.0,2370.0,0.9627972904671359
-6.0,73.0,7.655,168.7353732,164.3140954,108.0,1100.0,0.9737975641019889
3.0,69.0,11.227,354.4730752,355.8955303,0.0,2554.0,1.0040128720614323
6.0,69.0,6.187,125.3168326,111.0051782,343.0,537.0,0.8857962326124097
10.0,82.0,22.948,924.425745,873.0259604,1248.0,5327.0,0.9443981467651574
13.0,84.0,21.6,786.1286898,711.1296719,1804.0,3737.0,0.9045970222520684
16.0,86.0,34.299,1134.9366181,1073.3819741,1495.0,6579.0,0.945763804763786
18.0,88.0,23.403,679.2103041,622.3630318,1371.0,3429.0,0.9163038723693592
21.0,87.0,23.023,708.4463201,649.0481578,1433.0,3574.0,0.9161571447055923
23.0,86.0,21.837,641.7305004,579.6954443,1492.0,3030.0,0.9033316071757028
27.0,88.0,26.143,768.5053461,737.5359287,754.0,4730.0,0.9597017541163986
31.0,94.0,25.809,908.3186082,865.1534743,1050.0,5422.0,0.9524779812828676
33.0,98.0,21.531,798.2839407,693.4791085,2501.0,3081.0,0.8687123379832762
36.0,97.0,23.029,938.3811362,788.6000194,3551.0,2968.0,0.8403834955521988
38.0,95.0,22.858,955.9458065,788.0672239,3966.0,2651.0,0.8243848328446013
40.0,95.0,28.07,1242.1408701,1003.290428,5621.0,2944.0,0.8077106648292065
42.0,95.0,33.079,1421.035956,1140.3033324,6599.0,3188.0,0.8024450947812611
45.0,94.0,20.067,928.5039306,734.4262566,4550.0,1828.0,0.7909780803247792
47.0,96.0,32.66,1366.4348596,1050.5644414,7367.0,1971.0,0.7688360949072498
49.0,97.0,32.325,1285.7471351,995.743225,6773.0,2025.0,0.7744471660226996
51.0,98.0,38.324,1659.6574297,1311.2971205,8165.0,3233.0,0.7901010757003211
53.0,98.0,39.45,1633.9259603,1300.7559434,7820.0,3417.0,0.7960923413942038
55.0,99.0,42.635,1727.7073789,1410.3392816,7484.0,4453.0,0.8163067998806242
57.0,100.0,40.812,1513.9046697,1270.700287,5765.0,4750.0,0.8393529080346952
60.0,102.0,49.234,1784.2900743,1599.2743077,4443.0,8111.0,0.8963084706545913
62.0,101.0,38.096,1333.5912338,1219.7846718,2744.0,6677.0,0.9146615851127681
64.0,101.0,42.774,1460.1982702,1362.2842663,2371.0,7988.0,0.9329447199751928
66.0,102.0,39.981,1304.6958613,1218.8374798,2079.0,7179.0,0.9341927999875383
69.0,103.0,25.901,858.4313348,804.3011094,1312.0,4783.0,0.9369428593696298
72.0,104.0,39.775,1566.4450459,1448.7723429,2844.0,8248.0,0.9248791374405406
74.0,103.0,39.769,1525.334666,1402.7529907,2959.0,7829.0,0.9196362096578746
76.0,102.0,40.214,1461.4289999,1331.2222402,3137.0,7179.0,0.91090449162504
78.0,103.0,36.433,1241.2193583,1138.9599396,2467.0,6307.0,0.9176137416676641
80.0,103.0,38.478,1352.2089694,1234.0870195,2847.0,6702.0,0.9126451956960374
83.0,102.0,41.913,1534.992825,1401.005805,3229.0,7610.0,0.9127116310787967
85.0,100.0,40.958,1461.330471,1341.0144492,2903.0,7428.0,0.9176667946178753
87.0,100.0,41.109,1380.3801111,1291.459829,2154.0,7644.0,0.9355827562386848
89.0,100.0,41.391,1399.3451651,1310.8795197,2144.0,7791.0,0.9367806831321147
91.0,100.0,44.6,1559.141702,1477.2333382,1990.0,9107.0,0.9474657347084415
94.0,100.0,46.334,1558.9885337,1541.6399276,425.0,10772.0,0.9888718834520058
96.0,99.0,30.838,878.5750445,846.9681999,771.0,5505.0,0.9640248777860659
99.0,100.0,29.713,1226.3046496,1198.1692983,688.0,8097.0,0.9770568012531167
101.0,101.0,44.074,1656.7731682,1574.0303398,2011.0,9787.0,0.9500578413580322
103.0,103.0,42.616,1516.9099682,1450.5618751,1615.0,9202.0,0.9562610210949235
105.0,103.0,42.522,1499.1211607,1435.2159788,1556.0,9137.0,0.957371569706774
107.0,102.0,46.246,1602.3606924,1519.1569783,2021.0,9384.0,0.9480742915782723
109.0,100.0,43.731,1438.8774452,1389.3953121,1207.0,9075.0,0.9656105992452177
111.0,101.0,46.41,1493.0598462,1473.2496567,485.0,10233.0,0.9867318181850385
113.0,102.0,44.789,1448.4672144,1418.5669804,731.0,9650.0,0.9793573277304825
115.0,102.0,47.581,1576.9245465,1548.5328157,695.0,10614.0,0.9819955045642382
116.0,102.0,48.972,1584.2889435,1562.9715761,522.0,10851.0,0.9865445205008464
118.0,102.0,47.694,1500.7056451,1496.7912994,96.0,10703.0,0.9973916632400359
120.0,102.0,44.567,1387.916153,1386.9940619,23.0,9969.0,0.9993356291026609
122.0,102.0,47.053,1487.0089889,1527.390402,0.0,10770.0,1.0271561324789782
124.0,103.0,47.268,1522.3443707,1548.6469949,0.0,11003.0,1.0172777097654362
126.0,105.0,46.272,1435.0873111,1456.423563,0.0,10366.0,1.01486756362137
128.0,104.0,46.71,1423.0906193,1456.2623608,0.0,10299.0,1.0233096480646584
130.0,103.0,45.912,1432.8466212,1475.3006093,0.0,10384.0,1.029629122525651
132.0,103.0,39.052,1247.1070545,1303.145915,0.0,9068.0,1.0449350841997023
135.0,104.0,45.193,1442.7551058,1519.6699258,0.0,10510.0,1.0533110710825393
137.0,104.0,38.957,1196.0146949,1227.7630429,0.0,8662.0,1.0265451153195526
140.0,103.0,32.692,1247.2531797,1279.3069657,0.0,9031.0,1.0256995023317639
142.0,104.0,45.394,1573.0512954,1567.910866,126.0,11192.0,0.9967321921319209
144.0,104.0,44.131,1478.5374256,1483.629926,0.0,10654.0,1.0034442823778598
146.0,104.0,50.297,1693.229645,1680.1133694,322.0,11849.0,0.9922536936211037
148.0,104.0,46.322,1490.2336643,1481.4150486,216.0,10499.0,0.994082393982059
151.0,103.0,48.119,1575.4646708,1569.3927013,149.0,11185.0,0.9961459183360064
152.0,103.0,40.738,1128.4851172,1152.3679579,0.0,8163.0,1.021163629307986
156.0,101.0,53.336,1665.5384743,1784.8012303,0.0,12181.0,1.0716061248901045
158.0,99.0,44.61,1452.5109432,1566.1715222,0.0,10638.0,1.078251099953572
162.0,99.0,26.907,906.8144761,936.1911041,0.0,6576.0,1.0323954113815452
163.0,101.0,48.034,1527.847248,1537.7292615,0.0,11016.0,1.0064679329120996
165.0,102.0,50.372,1643.1021056,1610.1496272,806.0,10972.0,0.9799449600315818
167.0,103.0,49.945,1562.2477363,1502.8437906,1448.0,9707.0,0.9619753357167978
169.0,103.0,49.844,1588.6876717,1519.0053902,1696.0,9632.0,0.9561384640031634
171.0,103.0,55.116,1680.6187865,1646.7876866,828.0,11219.0,0.9798698549773709
172.0,105.0,58.518,1800.3676907,1797.367044,74.0,12884.0,0.9983333145137518
174.0,106.0,58.813,1800.1965565,1813.6065723,0.0,12983.0,1.0074491953401312
176.0,108.0,52.66,1517.8337437,1549.3650654,0.0,10978.0,1.0207738968980467
178.0,111.0,53.824,1594.7994096,1613.0585701,0.0,11511.0,1.01144918940281
179.0,111.0,55.031,1608.700356,1620.0505395,0.0,11601.0,1.0070554988426943
181.0,110.0,48.82,1352.6860287,1361.5490086,0.0,9753.0,1.0065521338373826
183.0,112.0,55.652,1664.7603379,1692.1795974,0.0,12030.0,1.0164703944920912
