sec,hr,ve,vo2,vco2,fat,cho,rer
-7.0,92.0,62.625,2596.2487407,2188.8214291,9666.0,8381.0,0.8430707716048234
-5.0,90.0,32.009,1251.361738,1061.2782706,4515.0,4194.0,0.8480987058915493
-2.0,90.0,26.165,1071.6091504,929.731155,3385.0,4106.0,0.867602851891437
2.0,95.0,36.909,1481.9976874,1342.7006142,3352.0,7098.0,0.9060072263375922
4.0,94.0,31.226,1082.118702,958.1954529,2968.0,4626.0,0.885480909930711
6.0,94.0,33.961,1240.342933,1079.7746528,3833.0,4843.0,0.8705452533101989
8.0,95.0,34.457,1232.0313245,1085.2792693,3512.0,5126.0,0.8808861006358284
10.0,98.0,34.745,1232.6625222,1082.2818851,3596.0,5041.0,0.8780033996396617
12.0,98.0,35.368,1326.8500673,1187.3754697,3348.0,5984.0,0.8948829253302023
14.0,98.0,31.158,1129.5461539,990.0715563,3334.0,4578.0,0.8765215594613517
17.0,98.0,34.25,1278.4826991,1135.6586547,3423.0,5555.0,0.8882862908504414
18.0,98.0,33.815,1204.5828503,1034.1093097,4059.0,4344.0,0.8584791900718629
21.0,100.0,37.306,1470.297053,1248.3874212,5272.0,4963.0,0.8490715659483812
23.0,101.0,32.394,1191.7837783,1027.6845179,3910.0,4411.0,0.8623078587006138
25.0,102.0,36.185,1398.1278987,1215.3790216,4362.0,5415.0,0.8692903007872723
27.0,104.0,34.66,1319.3650885,1135.5695117,4378.0,4830.0,0.8606939213398779
29.0,104.0,34.05,1252.701149,1090.2973618,3877.0,4885.0,0.8703571180327864
31.0,104.0,39.242,1576.0189475,1369.6289577,4926.0,6095.0,0.8690434590730072
33.0,104.0,35.558,1371.0948114,1189.7670806,4326.0,5258.0,0.8677496776354587
35.0,105.0,40.833,1646.5315495,1455.0483511,4585.0,6967.0,0.883705114269965
37.0,106.0,37.477,1409.2075468,1234.1736493,4184.0,5685.0,0.8757926766022057
39.0,106.0,40.754,1573.436565,1401.8002674,4116.0,6940.0,0.8909162902287071
41.0,106.0,39.0,1490.6580373,1334.7864412,3742.0,6744.0,0.8954343704594199
43.0,106.0,36.41,1315.5636714,1177.7919497,3308.0,5946.0,0.8952755197675947
45.0,107.0,41.569,1557.1507022,1414.837808,3427.0,7559.0,0.9086068586688912
47.0,107.0,39.477,1433.3682592,1311.900295,2929.0,7199.0,0.9152569736211444
50.0,106.0,37.042,1338.1018527,1201.1731028,3289.0,6128.0,0.8976694116193714
52.0,105.0,41.31,1454.9495152,1329.5007874,3024.0,7253.0,0.9137779514069562
54.0,104.0,39.897,1465.9598481,1352.7463682,2735.0,7641.0,0.9227717730149748
56.0,104.0,42.362,1530.6544009,1397.2480047,3215.0,7594.0,0.9128435549386202
59.0,105.0,32.87,1377.7486936,1309.3150327,1663.0,8148.0,0.9503293588896928
61.0,106.0,42.462,1501.1125088,1437.1523747,1557.0,9150.0,0.957391512145129
63.0,106.0,40.716,1429.1886477,1319.0925689,2660.0,7456.0,0.922966027628908
65.0,105.0,41.198,1465.9784402,1393.1798058,1769.0,8670.0,0.9503412653257928
67.0,105.0,42.188,1491.3093508,1397.6660516,2269.0,8320.0,0.9372073278091057
69.0,105.0,41.561,1473.0536655,1419.0664123,1316.0,9205.0,0.9633501110893504
72.0,105.0,39.139,1388.3766668,1361.4466406,659.0,9295.0,0.9806032276082038
74.0,105.0,43.899,1541.5916216,1455.7845955,2083.0,8881.0,0.9443386790005112
76.0,105.0,44.233,1549.3139445,1502.14893,1151.0,9929.0,0.9695574840286996
79.0,105.0,27.918,1135.6200572,1092.5531778,1049.0,7059.0,0.9620763307877932
81.0,106.0,42.188,1553.6215914,1477.8036689,1843.0,9223.0,0.9511992347945688
83.0,107.0,40.615,1429.6740693,1347.6823695,1989.0,8174.0,0.9426500755937016
85.0,107.0,42.704,1593.0057994,1501.3364022,2224.0,9100.0,0.9424550762875272
87.0,106.0,42.332,1535.3481509,1437.1550544,2379.0,8520.0,0.936045061543572
89.0,107.0,41.738,1520.2648506,1436.2011943,2041.0,8772.0,0.9447045978423938
91.0,107.0,42.114,1499.5682794,1420.2516188,1926.0,8745.0,0.9471070029357144
93.0,107.0,42.5,1464.2859676,1411.9283411,1276.0,9183.0,0.964243578332028
96.0,106.0,44.513,1619.4038615,1576.0809095,1058.0,10533.0,0.9732475925061268
