sec,hr,ve,vo2,vco2,fat,cho,rer
-20.0,85.0,15.656,404.4305901,418.8377916,0.0,2935.0,1.0356234218001108
-16.0,78.0,13.672,486.9077508,490.7201381,0.0,3512.0,1.007829793823853
-12.0,82.0,15.239,518.1589506,505.6083884,307.0,3404.0,0.975778547904138
-9.0,83.0,12.216,327.369154,319.1534841,201.0,2143.0,0.9749039584224236
-6.0,82.0,16.531,555.3716664,550.1911587,127.0,3863.0,0.9906719985670482
-2.0,79.0,17.467,606.7966132,607.0663712,0.0,4369.0,1.0004445608201031
1.0,78.0,14.509,439.8395614,437.9848168,46.0,3118.0,0.9957831337542798
4.0,81.0,17.03,568.7350328,576.0141189,0.0,4106.0,1.012798729953672
7.0,85.0,19.316,636.2874088,648.7205853,0.0,4601.0,1.0195401894301952
10.0,89.0,21.725,778.6836157,797.6675311,0.0,5637.0,1.0243794976769025
15.0,101.0,27.607,1036.0329728,1078.1005293,0.0,7526.0,1.040604457198218
18.0,105.0,18.331,651.4485613,650.2240726,30.0,4658.0,0.9981203601132276
21.0,109.0,23.524,954.6901154,901.1296508,1300.0,5489.0,0.9438975393836996
25.0,112.0,25.69,1053.8719816,1016.042412,922.0,6606.0,0.9641042078540064
29.0,113.0,26.904,1144.6788414,1071.4990315,1773.0,6353.0,0.9360695705613836
32.0,114.0,26.236,1169.5191616,1053.4561212,2790.0,5447.0,0.9007600352257452
36.0,115.0,29.776,1323.1378649,1205.1815789,2842.0,6498.0,0.9108510993985384
38.0,116.0,31.624,1390.5494427,1225.616333,3947.0,5803.0,0.8813899710176769
41.0,117.0,33.107,1479.2431721,1309.4544365,4067.0,6315.0,0.8852191858631597
44.0,119.0,32.769,1428.36106,1303.9999188,2997.0,7090.0,0.9129343800509376
48.0,120.0,37.845,1546.5633108,1512.6060475,830.0,10251.0,0.9780434056188526
51.0,120.0,28.959,1178.0687631,1122.4189667,1353.0,7041.0,0.9527618436689878
54.0,120.0,29.937,1236.5558079,1171.6524693,1576.0,7224.0,0.9475128108368815
58.0,118.0,25.333,1069.9233937,1028.8405881,1001.0,6637.0,0.9616021054947425
61.0,117.0,25.324,1176.4867406,1096.714248,1931.0,6413.0,0.9321943122288684
66.0,116.0,22.696,1081.2533205,993.6436403,2114.0,5532.0,0.9189739550029896
70.0,117.0,28.816,1347.0607762,1220.6944295,3041.0,6458.0,0.906191057647396
73.0,116.0,33.827,1504.9403979,1387.301035,2841.0,7808.0,0.9218312146685976
79.0,117.0,35.165,1377.1302237,1417.4793635,0.0,9979.0,1.0292994366876882
82.0,117.0,25.411,1058.2410443,1059.9780611,0.0,7622.0,1.0016414188519298
85.0,117.0,28.218,1183.8588652,1168.8894448,367.0,8133.0,0.9873554011884084
90.0,119.0,30.151,1322.7282185,1316.206398,160.0,9353.0,0.995069417580434
93.0,119.0,29.882,1240.4325503,1236.7014595,92.0,8834.0,0.9969921050531144
97.0,120.0,28.047,1097.8512832,1123.5150605,0.0,7945.0,1.0233763695436011
98.0,120.0,65.405,3064.3222533,2963.2215938,2466.0,19437.0,0.9670071711971144
101.0,122.0,36.545,1347.0368773,1414.9049771,0.0,9806.0,1.050383253007917
105.0,122.0,32.676,1180.6176672,1288.857406,0.0,8672.0,1.0916806022873653
108.0,122.0,32.979,1237.2769852,1325.9934651,0.0,9049.0,1.0717030066518691
111.0,123.0,39.669,1477.6604849,1611.887947,0.0,10852.0,1.0908378233509328
114.0,124.0,32.778,1206.6356816,1316.4747819,0.0,8862.0,1.0910292161709931
118.0,124.0,33.42,1216.2449238,1361.6454933,0.0,8987.0,1.1195487575361998
123.0,122.0,37.214,1308.4696988,1513.5810175,0.0,9746.0,1.1567566439544668
127.0,118.0,29.481,1039.0017222,1183.1570987,0.0,7709.0,1.1387441169921866
129.0,118.0,36.467,1338.9384352,1465.0024301,0.0,9840.0,1.094152196684958
132.0,119.0,30.145,1058.6865451,1135.387824,0.0,7744.0,1.07244946982183
135.0,120.0,33.236,1181.8918175,1270.8272603,0.0,8650.0,1.0752483784752154
137.0,119.0,31.075,1128.0633456,1204.9623627,0.0,8244.0,1.0681690592996784
140.0,117.0,26.345,922.1788612,968.8962463,0.0,6714.0,1.050659787450786
144.0,113.0,26.229,975.2930007,1033.1505729,0.0,7114.0,1.059323272245852
147.0,114.0,31.241,1186.4469981,1217.645705,0.0,8592.0,1.0262959128810325
149.0,114.0,32.652,1240.7899723,1256.3326952,0.0,8958.0,1.0125264736554802
152.0,113.0,34.7,1299.9210544,1356.6139267,0.0,9449.0,1.0436125502453435
155.0,112.0,34.261,1248.8945006,1309.511101,0.0,9088.0,1.0485362057170389
158.0,112.0,29.779,1055.1586219,1110.8156801,0.0,7685.0,1.0527475746724977
