sec,hr,ve,vo2,vco2,fat,cho,rer
-79.0,93.0,36.34,1253.5301817,1118.8344797,3232.0,5580.0,0.8925469015693506
-77.0,93.0,33.388,1155.4824005,979.4433391,4181.0,3860.0,0.8476488596244959
-72.0,93.0,48.19,1764.6158853,1609.6839658,3734.0,8726.0,0.9122007680024595
-69.0,0.0,19.908,655.0942988,557.4120016,2322.0,2240.0,0.8508881891066153
-67.0,0.0,43.413,1879.269307,1527.1250552,8297.0,4676.0,0.8126163980392194
-64.0,0.0,44.932,1776.4326723,1511.0336191,6307.0,6063.0,0.8505999932683179
-61.0,0.0,47.422,1710.0411972,1525.8901949,4418.0,7603.0,0.8923119497930656
-58.0,0.0,59.868,1977.3515483,1843.9918304,3228.0,10797.0,0.9325563944283685
-55.0,0.0,47.749,1362.3650735,1312.6369643,1212.0,8518.0,0.9634986904998633
-53.0,0.0,52.335,1656.262036,1611.2667503,1099.0,10755.0,0.9728332324704688
-48.0,0.0,49.546,1567.5666233,1609.7860552,0.0,11353.0,1.0269331020911385
-44.0,0.0,26.618,872.5947755,900.3722287,0.0,6327.0,1.0318331646944408
-40.0,0.0,31.894,1153.8570795,1098.8061009,1339.0,6882.0,0.9522896036449721
-38.0,0.0,49.152,1559.3495988,1485.5214764,1795.0,9315.0,0.9526545410619822
-35.0,94.0,48.115,1482.3843122,1431.9154967,1231.0,9362.0,0.9659542973541729
-32.0,94.0,45.301,1394.0343982,1351.8561192,1030.0,8941.0,0.9697437315359928
-30.0,94.0,46.065,1437.4029527,1375.2351958,1513.0,8738.0,0.9567499449036021
-27.0,94.0,45.474,1423.0078603,1369.2934269,1309.0,8852.0,0.9622528905858075
-22.0,96.0,29.852,1057.0004553,991.6173554,1585.0,5922.0,0.9381427892749176
-20.0,98.0,35.57,1358.5226033,1197.099784,3863.0,5663.0,0.8811776713115511
-16.0,97.0,34.986,1181.9601148,1108.930268,1770.0,6624.0,0.938212934695891
-13.0,89.0,41.783,1511.8611297,1378.539348,3213.0,7462.0,0.9118161191653528
