sec,hr,ve,vo2,vco2,fat,cho,rer
-22.0,59.0,18.596,788.4640559,705.843388,1983.0,3563.0,0.8952131460124815
-19.0,58.0,16.683,827.2644519,701.6749963,2983.0,2774.0,0.8481870515388937
-13.0,58.0,17.364,660.0038423,592.7871097,1615.0,3031.0,0.8981570586532326
-10.0,59.0,11.722,478.8269566,406.3415296,1722.0,1611.0,0.8486187421136515
-7.0,62.0,12.163,442.7642451,370.3580136,1715.0,1358.0,0.8364677538863898
-4.0,64.0,16.092,674.1730949,568.1695895,2515.0,2171.0,0.8427651500751102
4.0,69.0,20.228,778.9786192,734.3126655,1084.0,4454.0,0.942660873355072
7.0,79.0,18.108,745.2649928,647.6692437,2329.0,2882.0,0.8690455743354756
8.0,85.0,12.101,490.4356259,398.8027027,2159.0,1227.0,0.813160140983143
15.0,95.0,32.419,1309.0567034,1155.8188225,3669.0,5514.0,0.8829402267281494
18.0,99.0,15.731,659.5279779,548.4053549,2629.0,1943.0,0.8315118892244344
22.0,106.0,24.373,1194.9792574,1009.9782426,4391.0,3920.0,0.8451847480578704
27.0,107.0,34.577,1509.0844851,1305.0645244,4864.0,5678.0,0.8648054746341916
32.0,108.0,26.196,1222.993877,1018.9552936,4830.0,3652.0,0.8331646729904273
36.0,111.0,25.185,1417.5200415,1102.0309401,7373.0,2333.0,0.7774358794489045
40.0,110.0,23.959,1381.4274645,1005.1545238,8692.0,658.0,0.7276201969560595
42.0,107.0,15.55,538.4773997,372.2380195,3614.0,0.0,0.6912788163577221
46.0,103.0,36.915,1969.4731438,1474.3267193,11494.0,1901.0,0.7485894001353887
50.0,102.0,34.763,1899.4556736,1465.9948283,10117.0,2873.0,0.7717973357712158
52.0,99.0,16.669,755.2675299,548.1696894,4782.0,328.0,0.7257953873279572
54.0,97.0,18.332,957.2535588,690.5807372,6151.0,318.0,0.7214188245648339
59.0,98.0,24.789,1452.9152561,1067.8731276,8910.0,941.0,0.7349865197688457
62.0,100.0,40.844,2323.4849798,1707.2131421,14260.0,1493.0,0.7347640105024276
65.0,102.0,42.436,2286.9125225,1732.6934075,12893.0,2695.0,0.757656180747071
68.0,101.0,42.626,2003.5751281,1602.5445306,9421.0,4370.0,0.7998424956091866
72.0,102.0,28.789,1389.9618265,1147.9623934,5719.0,3905.0,0.8258949069778645
75.0,105.0,53.004,2443.4855922,2048.1645246,9369.0,7598.0,0.8382142833737474
77.0,103.0,37.0,1737.062674,1465.2997218,6448.0,5628.0,0.8435502896540853
82.0,104.0,31.782,1476.9572711,1294.7334967,4356.0,5989.0,0.8766221758979632
85.0,106.0,25.752,1258.5425881,1060.4446769,4699.0,4048.0,0.8425973716955697
88.0,104.0,44.884,2008.9268988,1746.4779553,6264.0,7785.0,0.869358639352796
90.0,103.0,33.971,1232.7302442,1079.2800534,3668.0,4965.0,0.8755200567829144
92.0,102.0,44.222,1633.7751516,1484.3558058,3598.0,7929.0,0.9085435069485116
95.0,102.0,34.888,1647.1604491,1486.5763682,3861.0,7744.0,0.9025085376547608
98.0,101.0,51.109,2091.5437588,1947.9263513,3476.0,11356.0,0.9313342563856284
103.0,103.0,34.803,1408.0649127,1335.5392927,1762.0,8261.0,0.9484927013336836
105.0,105.0,24.104,921.5767951,829.3710361,2216.0,4273.0,0.8999478291008891
107.0,104.0,48.41,2360.4093147,2067.4078758,7003.0,9527.0,0.8758683771177884
109.0,101.0,60.619,2702.5085774,2420.9205721,6761.0,12251.0,0.8958049540879137
112.0,102.0,24.591,947.5621799,852.9825595,2273.0,4400.0,0.9001863704501362
115.0,103.0,20.244,963.6757407,825.6223234,3286.0,3434.0,0.8567428736976195
120.0,103.0,36.268,1688.480368,1487.8575952,4801.0,7038.0,0.8811814596117354
123.0,100.0,28.586,1352.5801327,1177.3422983,4183.0,5278.0,0.8704418095730914
126.0,102.0,28.33,1392.3620408,1199.1065145,4604.0,5115.0,0.8612031062057951
130.0,107.0,25.757,1198.3708453,1039.3068831,3795.0,4582.0,0.8672664953225061
133.0,108.0,34.11,1836.1751208,1524.998149,7362.0,5366.0,0.8305297962732313
136.0,108.0,28.085,1441.0565503,1174.5564236,6282.0,3671.0,0.8150661563944039
140.0,110.0,49.385,2175.3528436,1914.2599894,6247.0,9002.0,0.8799767794139012
143.0,107.0,31.08,1383.8635534,1224.313711,3821.0,5890.0,0.8847069553873258
146.0,105.0,37.084,1661.4791125,1500.3848553,3874.0,7833.0,0.9030416596946536
149.0,105.0,33.477,1473.2819405,1333.0222621,3374.0,7011.0,0.90479780241357
152.0,106.0,38.516,1747.0649221,1571.9329736,4209.0,8093.0,0.8997564736807326
155.0,105.0,38.267,1721.2723005,1556.1649107,3972.0,8160.0,0.9040782857238572
158.0,105.0,28.979,1252.7385353,1135.7877484,2815.0,6020.0,0.9066438976653712
161.0,109.0,24.304,1153.3381253,1030.9422147,2937.0,5173.0,0.893876819022034
164.0,117.0,46.614,2121.1883707,1919.633981,4849.0,10104.0,0.9049804380958932
167.0,118.0,38.705,1728.3744298,1563.1028187,3976.0,8207.0,0.9043774264126758
170.0,119.0,40.368,1814.2410645,1647.5506962,4013.0,8785.0,0.908121157898088
173.0,120.0,45.972,2009.0536129,1848.6284135,3873.0,10338.0,0.9201488709062215
177.0,122.0,32.593,1465.6496968,1367.2580733,2382.0,8015.0,0.9328682537752224
180.0,124.0,44.788,2005.5263762,1843.1302312,3920.0,10263.0,0.9190256747918208
182.0,127.0,50.311,2265.5057694,2013.3214121,6045.0,9867.0,0.888685184250584
185.0,131.0,48.506,2067.0616429,1910.1062221,3792.0,10842.0,0.924068340516542
187.0,131.0,45.282,1890.9594036,1785.0404805,2571.0,10876.0,0.9439866752832704
189.0,135.0,47.575,2080.5061452,1961.7912168,2881.0,11911.0,0.9429394002637816
191.0,137.0,49.161,2120.8507082,1978.6233336,3443.0,11601.0,0.932938526012182
194.0,140.0,50.631,2221.3520364,2071.2024793,3635.0,12121.0,0.9324062306921248
196.0,143.0,59.475,2485.4182535,2351.4477865,3253.0,14430.0,0.9460974156718528
199.0,146.0,45.823,1958.0891298,1815.9217619,3438.0,10435.0,0.9273948434030064
201.0,148.0,55.324,2465.5029916,2269.2153153,4739.0,12702.0,0.9203863564681306
203.0,151.0,52.2,2417.1773429,2217.1030514,4827.0,12260.0,0.9172281288802908
206.0,152.0,57.726,2678.568056,2491.2257604,4533.0,14456.0,0.93005878824682
208.0,153.0,60.157,2618.2849958,2441.4649454,4281.0,14291.0,0.9324672254228864
211.0,154.0,67.113,2991.0478886,2803.9888401,4533.0,16706.0,0.9374603632349212
213.0,154.0,54.055,2506.8590337,2367.1399811,3391.0,14437.0,0.9442652934521883
215.0,154.0,57.789,2820.0207042,2667.364461,3707.0,16356.0,0.9458669778655734
218.0,154.0,60.342,2953.8493695,2805.6208201,3602.0,17431.0,0.9498185144677532
221.0,155.0,45.049,2417.595452,2252.9178585,3986.0,13160.0,0.9318837263017816
223.0,155.0,67.649,3511.8710743,3261.698012,6051.0,18838.0,0.9287635972371606
225.0,155.0,74.087,3555.3932675,3373.8266422,4412.0,20900.0,0.948932055713862
227.0,156.0,75.779,3371.0954772,3320.1567439,1248.0,22944.0,0.9848895607838704
229.0,156.0,74.324,3150.147508,3173.0437893,0.0,22717.0,1.007268320369714
231.0,156.0,83.703,3613.6733748,3705.2960418,0.0,26164.0,1.025354440619601
233.0,156.0,84.923,3519.108679,3636.5342825,0.0,25524.0,1.0333679957657256
235.0,156.0,88.508,3566.2939417,3763.5480015,0.0,25990.0,1.0553106566717751
237.0,157.0,85.005,3385.8568474,3612.4974367,0.0,24737.0,1.0669374399198353
239.0,157.0,87.141,3509.5518204,3831.3849799,0.0,25779.0,1.091702067947616
241.0,158.0,83.032,3145.4586574,3468.7750031,0.0,23159.0,1.102788299232408
244.0,160.0,59.566,2638.6063342,2956.0774121,0.0,19501.0,1.1203177123412211
246.0,160.0,80.707,3429.6030828,3700.0336063,0.0,25122.0,1.0788518429016616
248.0,160.0,88.794,3854.7618302,4198.5597367,0.0,28299.0,1.0891878465244018
250.0,160.0,97.565,3997.9996032,4355.943281,0.0,29353.0,1.089530693678284
252.0,161.0,95.209,3738.3370518,4173.4258188,0.0,27605.0,1.1163856444646976
254.0,160.0,94.995,3557.3706246,4115.349646,0.0,26497.0,1.1568515289189865
255.0,161.0,101.37,3721.6047109,4312.8593643,0.0,27732.0,1.158870890201828
257.0,161.0,101.929,3704.9135749,4348.2759822,0.0,27694.0,1.173651124187793
259.0,162.0,70.382,2952.4694177,3580.1452028,0.0,22252.0,1.212593492531064
261.0,162.0,104.497,3973.9048134,4725.8488952,0.0,29803.0,1.1892204562284543
263.0,163.0,106.8,3827.4374749,4530.3321383,0.0,28671.0,1.183646282404225
264.0,164.0,105.273,3593.4208807,4233.6627756,0.0,26887.0,1.1781705834511875
266.0,164.0,105.614,3652.0076462,4347.914537,0.0,27397.0,1.1905546094691524
268.0,164.0,106.491,3760.6221303,4479.9352217,0.0,28216.0,1.1912750248434605
269.0,165.0,110.604,3901.2427222,4656.3525686,0.0,29285.0,1.1935562332748617
271.0,165.0,108.642,3721.4455552,4452.2627655,0.0,27952.0,1.196379928030607
272.0,165.0,109.452,3687.8776851,4452.5155663,0.0,27764.0,1.2073381891946522
274.0,166.0,105.934,3486.9357922,4248.9771715,0.0,26313.0,1.2185418443908909
275.0,167.0,106.861,3559.820987,4386.1240117,0.0,26940.0,1.2321192632206928
277.0,167.0,109.131,3652.1766624,4533.3671932,0.0,27691.0,1.241278177989597
279.0,167.0,108.529,3569.4673306,4463.079703,0.0,27116.0,1.2503489427510155
281.0,168.0,109.84,3568.2714088,4430.239733,0.0,27057.0,1.2415646752862552
282.0,168.0,117.16,3941.1562207,4943.1703353,0.0,29964.0,1.2542436935986336
284.0,168.0,113.389,3800.287083,4774.824974,0.0,28906.0,1.2564379663208722
285.0,169.0,110.903,3680.7938041,4572.4342089,0.0,27914.0,1.2422413349551964
287.0,169.0,109.114,3555.0826888,4473.8924229,0.0,27052.0,1.2584496099048936
288.0,169.0,105.564,3597.4584377,4422.8816143,0.0,27209.0,1.2294462023382615
291.0,170.0,67.563,2705.2133578,3298.5034769,0.0,20417.0,1.2193136143547991
292.0,170.0,116.484,4471.4961314,5240.439561,0.0,33413.0,1.1719655808713063
294.0,170.0,120.41,4356.4594162,5126.005113,0.0,32585.0,1.1766447528326225
296.0,171.0,114.635,3961.3643576,4716.3605278,0.0,29718.0,1.1905899336806818
297.0,171.0,112.573,3861.9225521,4629.1204721,0.0,29021.0,1.1986569926377268
299.0,172.0,107.544,3595.4873852,4411.5053531,0.0,27180.0,1.2269561482148292
301.0,171.0,111.017,3779.6904184,4627.2022504,0.0,28556.0,1.2242278436017424
