sec,speed,cadence,power,altitude
0.0,11.998800000000001,74.0,65.0,50.0
1.0,11.998800000000001,74.0,53.0,50.0
2.0,12.1968,74.0,58.0,50.0
3.0,12.1968,75.0,80.0,50.0
4.0,12.3984,76.0,82.0,50.0
5.0,12.6,76.0,82.0,50.0
6.0,12.6972,78.0,89.0,50.0
7.0,12.6972,78.0,82.0,50.0
8.0,12.6972,79.0,79.0,50.0
9.0,12.6972,79.0,69.0,50.0
10.0,12.6972,79.0,64.0,50.0
11.0,12.6972,79.0,54.0,50.0
12.0,12.798,79.0,60.0,50.0
13.0,12.6972,79.0,81.0,50.0
14.0,12.798,79.0,67.0,50.0
15.0,12.798,79.0,64.0,50.0
16.0,12.798,79.0,78.0,50.0
17.0,12.798,79.0,70.0,50.0
18.0,12.898800000000001,80.0,63.0,50.0
19.0,12.999600000000001,80.0,83.0,50.0
20.0,12.999600000000001,80.0,81.0,50.0
21.0,13.0968,81.0,79.0,50.0
22.0,13.0968,81.0,67.0,50.0
23.0,13.0968,81.0,65.0,50.0
24.0,13.1976,81.0,72.0,50.0
25.0,13.0968,81.0,73.0,50.0
26.0,13.0968,81.0,55.0,50.0
27.0,12.999600000000001,81.0,58.0,50.0
28.0,13.0968,81.0,55.0,50.0
29.0,13.0968,81.0,82.0,50.0
30.0,13.0968,81.0,64.0,50.0
31.0,13.0968,81.0,62.0,50.0
32.0,13.0968,81.0,65.0,50.0
33.0,13.0968,81.0,71.0,50.0
34.0,13.1976,81.0,71.0,50.0
35.0,13.0968,81.0,65.0,50.0
36.0,13.0968,81.0,61.0,50.0
37.0,13.1976,81.0,74.0,50.0
38.0,13.1976,81.0,76.0,50.0
39.0,13.0968,82.0,63.0,50.0
40.0,13.0968,82.0,53.0,50.0
41.0,13.0968,81.0,53.0,50.0
42.0,13.0968,81.0,73.0,50.0
43.0,13.1976,81.0,82.0,50.0
44.0,13.1976,82.0,66.0,50.0
45.0,13.1976,82.0,67.0,50.0
46.0,13.1976,82.0,71.0,50.0
47.0,13.1976,82.0,67.0,50.0
48.0,13.1976,82.0,67.0,50.0
49.0,13.2984,82.0,66.0,50.0
50.0,13.1976,82.0,68.0,50.0
51.0,13.1976,82.0,63.0,50.0
52.0,13.1976,82.0,64.0,50.0
53.0,13.1976,82.0,61.0,50.0
54.0,13.1976,82.0,63.0,50.0
55.0,13.1976,82.0,72.0,50.0
56.0,13.1976,82.0,68.0,50.0
57.0,13.1976,82.0,66.0,50.0
58.0,13.1976,82.0,65.0,50.0
59.0,13.2984,82.0,67.0,50.0
60.0,13.2984,82.0,69.0,50.0
61.0,13.2984,82.0,67.0,50.0
62.0,13.2984,82.0,63.0,50.0
63.0,13.2984,82.0,69.0,50.0
64.0,13.3992,82.0,79.0,50.0
65.0,13.5,83.0,88.0,50.0
66.0,13.5972,83.0,86.0,50.0
67.0,13.698,84.0,96.0,50.0
68.0,13.698,85.0,85.0,50.0
69.0,13.5972,85.0,73.0,50.0
70.0,13.698,85.0,64.0,50.0
71.0,13.698,85.0,69.0,50.0
72.0,13.698,85.0,73.0,50.0
73.0,13.698,85.0,70.0,50.0
74.0,13.798800000000002,85.0,74.0,50.0
75.0,13.798800000000002,85.0,78.0,50.0
76.0,13.798800000000002,85.0,70.0,50.0
77.0,13.698,85.0,71.0,50.0
78.0,13.698,85.0,65.0,50.0
79.0,13.698,85.0,66.0,50.0
80.0,13.698,85.0,66.0,50.0
81.0,13.698,85.0,64.0,50.0
82.0,13.698,85.0,66.0,50.0
83.0,13.698,85.0,67.0,50.0
84.0,13.698,85.0,60.0,50.0
85.0,13.698,85.0,67.0,50.0
86.0,13.5972,85.0,64.0,50.0
87.0,13.5972,84.0,65.0,50.0
88.0,13.5972,85.0,67.0,50.0
89.0,13.5972,84.0,66.0,50.0
90.0,13.5972,84.0,61.0,50.0
91.0,13.5972,84.0,62.0,50.0
92.0,13.5972,84.0,70.0,50.0
93.0,13.5,84.0,62.0,50.0
94.0,13.5,84.0,64.0,50.0
95.0,13.5,84.0,67.0,50.0
96.0,13.5,84.0,68.0,50.0
97.0,13.5,84.0,69.0,50.0
98.0,13.5,84.0,61.0,50.0
99.0,13.5,84.0,61.0,50.0
100.0,13.5,84.0,65.0,50.0
101.0,13.5972,84.0,78.0,50.0
102.0,13.698,84.0,78.0,50.0
103.0,13.798800000000002,85.0,110.0,50.0
104.0,13.899600000000001,85.0,99.0,50.0
105.0,13.899600000000001,86.0,74.0,50.0
106.0,13.899600000000001,86.0,72.0,50.0
107.0,13.899600000000001,86.0,62.0,50.0
108.0,13.9968,86.0,67.0,50.0
109.0,13.9968,86.0,79.0,50.0
110.0,13.9968,87.0,76.0,50.0
111.0,14.0976,87.0,82.0,50.0
112.0,14.0976,87.0,72.0,50.0
113.0,14.1984,87.0,78.0,50.0
114.0,14.2992,88.0,100.0,50.0
115.0,14.4,88.0,87.0,50.0
