sec,speed,cadence,power,altitude
0.0,0.0,0.0,0.0,50.0
1.0,0.6984,0.0,0.0,50.0
2.0,1.1988,0.0,0.0,50.0
3.0,3.3984,0.0,0.0,50.0
4.0,4.5972,0.0,0.0,50.0
5.0,6.3972,0.0,0.0,50.0
6.0,7.498800000000001,0.0,0.0,50.0
7.0,8.1972,0.0,0.0,50.0
8.0,8.6976,49.0,134.0,50.0
9.0,9.0972,49.0,134.0,50.0
10.0,9.4968,53.0,107.0,50.0
11.0,9.7992,56.0,105.0,50.0
12.0,10.098,59.0,98.0,50.0
13.0,10.4976,60.0,90.0,50.0
14.0,10.998,62.0,103.0,50.0
15.0,11.2968,67.0,134.0,50.0
16.0,11.4984,69.0,125.0,50.0
17.0,11.7,71.0,93.0,50.0
18.0,11.7972,72.0,87.0,50.0
19.0,11.898,72.0,91.0,50.0
20.0,12.0996,74.0,84.0,50.0
21.0,12.0996,74.0,86.0,50.0
22.0,12.1968,75.0,79.0,50.0
23.0,12.1968,75.0,70.0,50.0
24.0,12.2976,76.0,72.0,50.0
25.0,12.2976,76.0,69.0,50.0
26.0,12.2976,76.0,66.0,50.0
27.0,12.2976,76.0,60.0,50.0
28.0,12.3984,76.0,69.0,50.0
29.0,12.4992,77.0,71.0,50.0
30.0,12.4992,77.0,79.0,50.0
31.0,12.6,77.0,75.0,50.0
32.0,12.6,78.0,71.0,50.0
33.0,12.798,78.0,82.0,50.0
34.0,12.8988,79.0,90.0,50.0
35.0,12.9996,80.0,82.0,50.0
36.0,12.9996,80.0,83.0,50.0
37.0,13.0968,81.0,79.0,50.0
38.0,13.0968,81.0,81.0,50.0
39.0,13.1976,81.0,82.0,50.0
40.0,13.3992,82.0,92.0,50.0
41.0,13.5,82.0,99.0,50.0
42.0,13.5972,83.0,99.0,50.0
43.0,13.698,84.0,91.0,50.0
44.0,13.798800000000002,85.0,97.0,50.0
45.0,13.8996,85.0,86.0,50.0
46.0,13.8996,86.0,81.0,50.0
47.0,13.9968,86.0,81.0,50.0
48.0,13.9968,86.0,73.0,50.0
49.0,13.9968,87.0,76.0,50.0
50.0,13.9968,87.0,77.0,50.0
51.0,14.0976,87.0,73.0,50.0
52.0,14.0976,87.0,76.0,50.0
53.0,14.1984,87.0,88.0,50.0
54.0,14.2992,88.0,85.0,50.0
55.0,14.2992,88.0,89.0,50.0
56.0,14.2992,89.0,75.0,50.0
57.0,14.4,89.0,72.0,50.0
58.0,14.4,89.0,76.0,50.0
59.0,14.4,89.0,67.0,50.0
60.0,14.4972,89.0,90.0,50.0
61.0,14.4972,89.0,84.0,50.0
62.0,14.598,90.0,96.0,50.0
63.0,14.6988,90.0,89.0,50.0
64.0,14.6988,91.0,88.0,50.0
65.0,14.7996,91.0,87.0,50.0
66.0,14.997600000000002,92.0,99.0,50.0
67.0,15.0984,92.0,131.0,50.0
68.0,15.1992,93.0,91.0,50.0
69.0,15.3,94.0,107.0,50.0
70.0,15.3,94.0,91.0,50.0
71.0,15.397200000000002,95.0,89.0,50.0
72.0,15.397200000000002,95.0,83.0,50.0
73.0,15.397200000000002,96.0,89.0,50.0
74.0,15.498,96.0,80.0,50.0
75.0,15.5988,96.0,93.0,50.0
76.0,15.5988,96.0,99.0,50.0
77.0,15.5988,97.0,84.0,50.0
78.0,15.5988,97.0,84.0,50.0
79.0,15.6996,97.0,83.0,50.0
80.0,15.6996,97.0,88.0,50.0
81.0,15.6996,97.0,88.0,50.0
82.0,15.6996,97.0,80.0,50.0
83.0,15.6996,98.0,84.0,50.0
84.0,15.6996,97.0,74.0,50.0
85.0,15.6996,97.0,82.0,50.0
86.0,15.6996,97.0,73.0,50.0
87.0,15.5988,97.0,72.0,50.0
88.0,15.6996,97.0,71.0,50.0
89.0,15.5988,97.0,83.0,50.0
90.0,15.6996,97.0,76.0,50.0
91.0,15.5988,97.0,86.0,50.0
92.0,15.6996,97.0,78.0,50.0
93.0,15.7968,97.0,92.0,50.0
94.0,15.7968,98.0,103.0,50.0
95.0,15.7968,98.0,93.0,50.0
96.0,15.7968,98.0,89.0,50.0
97.0,15.897600000000002,98.0,90.0,50.0
98.0,15.9984,99.0,102.0,50.0
99.0,15.9984,99.0,86.0,50.0
100.0,15.9984,99.0,90.0,50.0
101.0,15.9984,99.0,89.0,50.0
102.0,15.9984,99.0,83.0,50.0
103.0,15.9984,100.0,81.0,50.0
104.0,15.9984,99.0,90.0,50.0
105.0,16.099200000000003,99.0,83.0,50.0
106.0,16.099200000000003,99.0,85.0,50.0
107.0,16.099200000000003,100.0,94.0,50.0
108.0,16.099200000000003,100.0,84.0,50.0
109.0,16.099200000000003,100.0,74.0,50.0
110.0,16.099200000000003,100.0,82.0,50.0
111.0,16.099200000000003,100.0,80.0,50.0
112.0,15.9984,100.0,87.0,50.0
113.0,16.099200000000003,100.0,80.0,50.0
114.0,16.099200000000003,100.0,82.0,50.0
115.0,15.9984,99.0,80.0,50.0
116.0,16.099200000000003,99.0,88.0,50.0
117.0,16.099200000000003,99.0,80.0,50.0
