sec,hr,ve,vo2,vco2,fat,cho,rer
-10.0,97.0,32.212,811.9774689,821.9913255,0.0,5862.0,1.0123326779172408
-7.0,97.0,17.931,440.6958553,442.6846672,0.0,3176.0,1.0045128899581914
-4.0,94.0,16.92,434.1662027,430.1127478,99.0,3020.0,0.9906638175086124
-2.0,91.0,20.05,465.0075707,453.2259809,288.0,3041.0,0.9746636602447902
2.0,92.0,17.124,464.6894678,485.3258526,0.0,3378.0,1.044408978963306
4.0,97.0,37.333,1083.9637483,1111.5708757,0.0,7848.0,1.0254686814418812
6.0,101.0,28.169,704.6042396,711.0785574,0.0,5083.0,1.0091885876299516
8.0,104.0,37.536,971.183255,1025.4414584,0.0,7078.0,1.0558681413838833
10.0,110.0,28.882,758.6804467,767.055467,0.0,5476.0,1.0110389299426767
12.0,115.0,28.24,796.9374655,776.2724554,505.0,5200.0,0.9740694709502272
14.0,118.0,30.985,880.2955427,856.4655727,582.0,5718.0,0.972929580073858
16.0,123.0,29.5,884.136287,849.4818772,844.0,5467.0,0.9608042218043246
19.0,125.0,39.549,1066.2449523,1085.3211235,0.0,7707.0,1.0178909838296075
21.0,124.0,34.813,984.2910721,986.2458777,0.0,7090.0,1.00198600358716
23.0,125.0,26.733,720.0254404,695.2095347,605.0,4540.0,0.9655346820992688
25.0,126.0,34.294,1048.8905825,1002.8586842,1120.0,6359.0,0.9561137271436986
27.0,128.0,37.575,1149.9444387,1084.8108492,1581.0,6596.0,0.9433593595412026
29.0,129.0,37.516,1133.7450107,1055.2513669,1899.0,6139.0,0.9307660513967456
30.0,129.0,35.263,1068.0350989,991.2812217,1856.0,5712.0,0.9281354355497764
32.0,129.0,38.088,1230.599924,1121.7545131,2623.0,6065.0,0.91155093643578
34.0,129.0,38.87,1202.3597311,1088.5665578,2738.0,5739.0,0.9053584627323684
38.0,129.0,43.003,1172.4971357,1165.6951908,167.0,8264.0,0.9941987535040424
39.0,126.0,39.329,1216.8759805,1133.6094269,2015.0,6614.0,0.931573508776312
41.0,126.0,32.547,1022.7352684,913.4292113,2623.0,4568.0,0.8931238019482775
43.0,126.0,35.793,1162.8092365,1005.8620376,3742.0,4381.0,0.8650275608642364
45.0,127.0,38.082,1326.744693,1121.9717609,4861.0,4367.0,0.8456576211079669
47.0,127.0,40.917,1437.0418961,1225.6082441,5027.0,4984.0,0.8528688324440564
48.0,128.0,44.393,1500.1881843,1274.3579501,5366.0,5078.0,0.8494653960327154
50.0,129.0,39.169,1288.9195671,1104.0178603,4400.0,4587.0,0.8565451937268522
52.0,129.0,34.406,1116.828384,941.6774815,4156.0,3608.0,0.8431711577094015
54.0,130.0,40.024,1372.6809509,1143.1790884,5432.0,4088.0,0.8328075709439059
56.0,131.0,40.06,1405.5036579,1198.3505172,4925.0,4866.0,0.8526128768604466
58.0,131.0,40.564,1464.4903831,1207.9269355,6062.0,4076.0,0.8248104251412616
60.0,131.0,49.165,1750.4770637,1455.2718233,6985.0,5151.0,0.8313572645299209
62.0,131.0,44.5,1501.8239022,1305.2215337,4692.0,5810.0,0.8690909312256916
64.0,131.0,45.0,1549.9088277,1341.2261009,4976.0,5853.0,0.865358062958015
66.0,131.0,49.292,1625.8371686,1440.2257088,4447.0,6965.0,0.8858363780920144
68.0,131.0,43.956,1450.2751375,1280.8655613,4056.0,6118.0,0.8831879745990613
69.0,131.0,43.208,1400.7328485,1213.5405405,4465.0,5324.0,0.866361163586291
71.0,131.0,41.2,1387.8457246,1206.5344599,4327.0,5378.0,0.8693577668712011
73.0,130.0,45.934,1520.5197247,1381.0738841,3358.0,7369.0,0.908290673027926
75.0,130.0,42.371,1357.2644767,1235.348271,2937.0,6642.0,0.9101750559357288
78.0,132.0,36.086,1230.2348282,1107.9661972,2939.0,5725.0,0.9006135835229965
80.0,129.0,42.59,1479.2631939,1282.829781,4686.0,5654.0,0.8672086118886567
82.0,129.0,44.386,1535.8630282,1372.4209332,3922.0,6877.0,0.8935828963917761
84.0,130.0,43.33,1384.1140722,1249.5706117,3235.0,6517.0,0.9027945288597868
87.0,131.0,44.603,1476.4712686,1351.8774905,3005.0,7428.0,0.9156138146744024
89.0,131.0,50.446,1666.2068105,1498.8402274,4022.0,7710.0,0.8995523352531632
91.0,129.0,46.777,1517.3835563,1400.8233066,2816.0,7925.0,0.9231833973578696
94.0,130.0,44.149,1373.7710534,1336.9333212,900.0,8933.0,0.9731849553032662
96.0,128.0,46.154,1519.7366751,1363.08627,3762.0,6932.0,0.8969226658363745
98.0,128.0,44.607,1453.752771,1355.3820796,2381.0,7930.0,0.9323332733306964
100.0,129.0,44.176,1434.4115058,1310.7000009,2982.0,7149.0,0.9137545227434554
102.0,129.0,45.089,1563.0220078,1350.6550383,5063.0,5855.0,0.8641305314703067
104.0,130.0,46.742,1591.7949513,1416.0554985,4214.0,6969.0,0.8895966765967717
106.0,130.0,47.422,1534.3427664,1385.4080597,3582.0,7230.0,0.9029325715469412
107.0,131.0,48.741,1671.3087252,1463.7055059,4962.0,6742.0,0.8757840390768277
109.0,132.0,44.356,1478.6143587,1325.1157937,3686.0,6717.0,0.8961875595912946
112.0,132.0,43.293,1454.9993231,1325.3586335,3123.0,7147.0,0.9108998282392397
115.0,133.0,41.146,1385.7833326,1291.0555762,2293.0,7535.0,0.9316431694828712
117.0,133.0,44.488,1513.3415941,1356.1701217,3774.0,6873.0,0.8961427657755805
119.0,132.0,49.185,1633.6707647,1514.704496,2877.0,8697.0,0.9271785531879512
121.0,130.0,50.694,1649.2697823,1540.705279,2629.0,9074.0,0.9341741997184956
123.0,131.0,49.679,1540.966882,1455.2729885,2080.0,8879.0,0.9443895293915864
125.0,132.0,32.296,1197.9518644,1116.5915782,1969.0,6527.0,0.932083843585193
127.0,134.0,55.744,1873.3702505,1720.3991102,3691.0,9554.0,0.9183444168288823
129.0,135.0,52.7,1725.2931979,1618.5766255,2587.0,9666.0,0.938145833687924
131.0,134.0,48.843,1546.4985583,1451.4199251,2305.0,8679.0,0.9385200634751862
133.0,134.0,50.348,1625.0525356,1508.1559399,2827.0,8688.0,0.928065959014156
135.0,133.0,46.484,1425.1530753,1333.0225375,2232.0,7883.0,0.9353539353794637
137.0,133.0,52.166,1646.9309986,1567.2915312,1936.0,9796.0,0.9516437133870824
139.0,133.0,51.506,1584.0538933,1516.4347583,1646.0,9652.0,0.9573126045231128
141.0,133.0,47.695,1381.902163,1395.6999937,0.0,9972.0,1.009984665390527
143.0,132.0,43.595,1354.2002251,1286.3335204,1649.0,7993.0,0.9498842907849996
145.0,132.0,46.674,1498.7644935,1406.0173357,2248.0,8396.0,0.9381175907207332
147.0,133.0,42.465,1364.9364259,1292.9729901,1748.0,7966.0,0.9472770786723278
149.0,132.0,46.455,1565.2050282,1460.2594391,2541.0,8562.0,0.932950899588734
151.0,132.0,45.594,1511.1768896,1403.1137924,2614.0,8096.0,0.928490769053116
153.0,132.0,54.802,1735.6295248,1622.3721196,2743.0,9574.0,0.9347456334536308
155.0,134.0,55.559,1811.4168232,1710.3619541,2453.0,10429.0,0.9442122498777068
157.0,136.0,53.011,1688.0118411,1590.9377414,2355.0,9645.0,0.942492050507927
159.0,138.0,55.653,1766.9889037,1682.2232119,2061.0,10527.0,0.9520281697171362
161.0,140.0,53.062,1636.5589931,1575.5341988,1487.0,10199.0,0.9627115218227448
162.0,141.0,59.365,1816.208258,1747.008092,1686.0,11281.0,0.96189855117375
164.0,143.0,57.762,1714.2789526,1700.1048036,348.0,11973.0,0.9917317138039276
166.0,146.0,60.293,1785.8642932,1752.0406501,828.0,11977.0,0.9810603508739216
168.0,146.0,64.57,1944.8373662,1897.1136381,1166.0,12761.0,0.9754613270346368
169.0,148.0,62.583,1875.4111484,1809.3358646,1611.0,11787.0,0.9647675743762256
171.0,151.0,64.691,1928.757827,1864.9369842,1557.0,12229.0,0.9669109092356778
172.0,153.0,64.77,1834.1032576,1818.4750936,383.0,12797.0,0.991479125324465
174.0,155.0,59.966,1714.3974062,1707.5012966,169.0,12163.0,0.995977531478372
176.0,157.0,65.451,1917.7799911,1924.9979757,0.0,13819.0,1.0037637187964716
177.0,158.0,64.51,1846.833841,1854.403525,0.0,13309.0,1.0040987358104188
179.0,159.0,65.16,1784.0765872,1828.8896399,0.0,12916.0,1.0251183458274802
181.0,162.0,68.379,1923.3360721,1983.6131224,0.0,13943.0,1.0313398428773743
182.0,164.0,74.282,2006.7937712,2115.744131,0.0,14621.0,1.0542907603977916
183.0,165.0,72.042,1976.6678226,2025.1277384,0.0,14309.0,1.0245159633024523
185.0,165.0,71.952,1972.2542517,2007.9023752,0.0,14257.0,1.0180748113329066
186.0,166.0,72.375,1950.8862767,2063.0108779,0.0,14224.0,1.0574736736523993
188.0,167.0,74.147,1956.4817552,2111.0146801,0.0,14331.0,1.078985109106833
189.0,167.0,75.483,1962.3349732,2118.7179326,0.0,14377.0,1.0796922857390574
191.0,167.0,70.784,1957.9267353,2117.2401062,0.0,14349.0,1.0813684026208414
193.0,167.0,69.371,1927.9736186,2065.7303856,0.0,14100.0,1.071451582983813
194.0,168.0,75.902,2144.383827,2223.8862555,0.0,15565.0,1.0370747193198262
197.0,168.0,69.971,2030.9721454,2135.3733505,0.0,14788.0,1.0514045479828271
198.0,169.0,72.282,2169.4297011,2214.5687911,0.0,15691.0,1.020806892233988
200.0,169.0,75.891,2215.8364116,2242.5777715,0.0,15996.0,1.0120682915760424
202.0,170.0,69.523,2098.403939,2242.7417439,0.0,15337.0,1.0687845663160471
204.0,169.0,75.947,2208.6354494,2324.5676365,0.0,16086.0,1.0524904130880874
205.0,169.0,79.401,2357.3950612,2391.7817587,0.0,17028.0,1.014586735191723
207.0,169.0,80.299,2272.3208045,2426.5645141,0.0,16605.0,1.0678793721795543
209.0,169.0,81.725,2389.7548604,2528.0145214,0.0,17425.0,1.0578551646828152
210.0,168.0,78.0,2327.7379228,2447.17104,0.0,16949.0,1.0513086615250635
212.0,168.0,78.325,2322.1594542,2481.219384,0.0,16971.0,1.068496558025899
213.0,168.0,76.259,2230.2122477,2397.5403,0.0,16323.0,1.0750278600041607
215.0,168.0,76.5,2243.7257335,2424.6766028,0.0,16441.0,1.080647499201132
217.0,168.0,83.2,2389.6708667,2611.9882442,0.0,17558.0,1.0930326349950477
218.0,168.0,83.17,2385.0069224,2612.7773364,0.0,17533.0,1.095500944613946
220.0,168.0,82.632,2294.4908803,2606.7695699,0.0,17015.0,1.1360993378884865
221.0,169.0,85.118,2438.3625592,2746.4013268,0.0,18044.0,1.1263301745008192
223.0,169.0,85.28,2428.4210851,2663.6076762,0.0,17857.0,1.0968475329682434
225.0,169.0,86.012,2523.0825998,2820.8078086,0.0,18638.0,1.1180005794592691
226.0,169.0,82.024,2548.3832159,2758.5383451,0.0,18681.0,1.082466062360162
228.0,169.0,83.034,2571.8668727,2870.0070962,0.0,18990.0,1.115923661004664
230.0,169.0,84.314,2567.1919341,2855.4067162,0.0,18940.0,1.1122684978367392
231.0,168.0,89.236,2618.0208547,2992.3554969,0.0,19443.0,1.1429838274695086
233.0,168.0,84.632,2434.9568812,2744.3909249,0.0,18022.0,1.1270798863376603
234.0,168.0,92.76,2659.1476823,3069.8901182,0.0,19796.0,1.1544639429521015
