sec,hr,ve,vo2,vco2,fat,cho,rer
-14.0,82.0,36.685,1235.6076161,1052.694567,4348.0,4258.0,0.8519651006382299
-11.0,85.0,20.75,648.9089978,571.7841843,1846.0,2704.0,0.8811469500939628
-9.0,85.0,21.291,635.7875056,587.9585542,1156.0,3346.0,0.9247721117846388
-7.0,84.0,19.651,517.709977,489.8526708,676.0,3007.0,0.946191289645554
-5.0,85.0,14.34,282.6873,268.5061591,345.0,1668.0,0.9498345313001328
-2.0,92.0,21.144,625.5819913,621.5920815,98.0,4400.0,0.9936220833472064
1.0,100.0,33.905,1001.2317381,1053.681241,0.0,7292.0,1.0523849783263275
2.0,101.0,27.67,767.7027701,785.2063504,0.0,5555.0,1.022799944173342
4.0,105.0,29.702,775.1332907,806.6271514,0.0,5631.0,1.0406302516971744
6.0,106.0,19.891,553.4523642,554.9503351,0.0,3987.0,1.002706594093541
7.0,108.0,23.274,693.7313291,650.1218123,1057.0,3869.0,0.9371377434307658
10.0,111.0,18.454,553.9973113,501.2455621,1269.0,2636.0,0.904779773973607
12.0,112.0,23.26,874.7070791,730.4897677,3415.0,2654.0,0.8351250208831196
14.0,113.0,19.055,670.3635876,527.8401108,3338.0,1262.0,0.7873937674475208
16.0,114.0,39.857,1597.44504,1305.2839853,6891.0,4148.0,0.817107288586279
20.0,113.0,33.513,989.7423547,968.5332379,519.0,6574.0,0.9785710728663032
22.0,111.0,26.111,869.3950556,818.963259,1223.0,4956.0,0.9419920825691892
23.0,112.0,32.159,1255.7089335,1085.5865616,4056.0,4716.0,0.8645208556207186
27.0,114.0,28.258,1033.0000099,914.1267179,2847.0,4402.0,0.8849242102025657
29.0,114.0,30.1,1118.5653712,964.5118939,3671.0,4139.0,0.862275838975123
31.0,116.0,28.222,1137.7393221,915.2157267,5233.0,2606.0,0.8044160106998204
33.0,118.0,27.788,1127.5249692,880.5906135,5776.0,1951.0,0.7809943349855883
36.0,119.0,30.145,1380.8148158,1052.4641871,7647.0,1775.0,0.7622051668747745
38.0,119.0,32.204,1489.2870229,1099.1507002,9034.0,1070.0,0.7380381909591136
40.0,119.0,28.376,1280.9773977,938.1851744,7928.0,752.0,0.7323979143461198
42.0,119.0,30.024,1363.0954342,1015.9864165,8052.0,1213.0,0.7453523729952789
44.0,119.0,31.268,1426.0835116,1044.6829554,8821.0,843.0,0.7325538419751546
46.0,119.0,33.462,1599.2799135,1175.193878,9813.0,1030.0,0.7348268855750874
49.0,119.0,31.147,1375.6825882,1045.5372701,7684.0,1698.0,0.760013450099724
51.0,120.0,34.958,1585.8875933,1219.6272275,8543.0,2295.0,0.7690502357497697
53.0,120.0,30.995,1413.7643252,1060.6034929,8201.0,1418.0,0.7501982289374577
55.0,120.0,29.891,1351.9155773,1030.7370471,7480.0,1745.0,0.7624270808082211
58.0,120.0,31.34,1463.0826554,1130.7019606,7760.0,2248.0,0.7728216559924096
62.0,118.0,28.954,1279.8931088,1023.943704,6013.0,2797.0,0.800022827656309
65.0,115.0,33.098,1538.2639157,1204.9437822,7800.0,2747.0,0.7833140788794231
68.0,116.0,32.922,1449.5168521,1167.6787958,6629.0,3361.0,0.8055641396016302
71.0,116.0,23.719,1179.6394544,937.8648296,5673.0,2437.0,0.795043626340072
76.0,119.0,29.183,1349.2686953,1068.8267538,6576.0,2694.0,0.7921526361080765
78.0,117.0,32.072,1564.5457162,1188.232577,8758.0,1911.0,0.7594745009343691
81.0,118.0,33.541,1535.6118476,1208.1916458,7668.0,2869.0,0.7867819251904553
83.0,117.0,35.109,1552.980381,1226.4308758,7653.0,3011.0,0.78972721793837
