sec,hr,ve,vo2,vco2,fat,cho,rer
-10.0,85.0,39.812,1307.958622,1197.3397779,2668.0,6574.0,0.9154263428220284
-5.0,86.0,22.145,861.4043768,744.2529343,2793.0,3224.0,0.8639994807836923
-3.0,89.0,33.423,1347.6284085,1136.2726514,5015.0,4354.0,0.8431646618853539
0.0,90.0,32.414,1226.2915728,1017.3995139,4941.0,3558.0,0.8296554722112006
3.0,91.0,34.813,1319.3757201,1114.2361933,4869.0,4306.0,0.8445177338988382
5.0,94.0,34.89,1322.5276952,1100.2261544,5261.0,3909.0,0.8319116177250396
8.0,93.0,32.954,1188.2809085,1002.0630052,4418.0,3842.0,0.8432879784839193
11.0,92.0,33.909,1235.3838254,1052.769341,4342.0,4264.0,0.8521799616885286
14.0,91.0,38.208,1387.2523749,1212.6022233,4173.0,5539.0,0.8741035483088724
16.0,90.0,30.3,1116.6620754,961.0394554,3707.0,4087.0,0.8606358866945003
19.0,89.0,33.178,1220.4183128,1058.3125066,3867.0,4663.0,0.8671719323613873
22.0,90.0,34.05,1282.0545514,1122.2497286,3819.0,5158.0,0.8753525560784495
25.0,90.0,37.542,1336.1819852,1193.1329601,3432.0,5962.0,0.8929419594902048
29.0,92.0,26.565,1084.3440704,951.0120243,3188.0,4408.0,0.8770389862962819
32.0,95.0,35.628,1347.1143266,1157.2675414,4521.0,4878.0,0.8590715120080737
34.0,94.0,30.208,1113.9615318,961.1586378,3642.0,4137.0,0.8628292902061951
37.0,93.0,31.959,1239.9747867,1060.4533658,4271.0,4373.0,0.855221716743315
40.0,92.0,32.269,1280.1667889,1083.4546392,4670.0,4235.0,0.846338655708271
43.0,91.0,35.538,1390.1952072,1178.3503805,5031.0,4643.0,0.8476150503160792
46.0,91.0,29.935,1156.6993434,967.899627,4473.0,3556.0,0.8367771906526353
49.0,91.0,32.657,1280.8198423,1064.9009977,5109.0,3771.0,0.8314213775668333
52.0,91.0,32.362,1269.7378547,1080.4865762,4498.0,4344.0,0.8509524798370964
55.0,92.0,34.774,1283.3108238,1093.9141814,4503.0,4437.0,0.8524156121124427
57.0,92.0,33.95,1298.0525088,1107.562703,4530.0,4514.0,0.8532495376661607
61.0,91.0,26.634,1107.8517135,928.5003989,4250.0,3442.0,0.8381089161893507
64.0,93.0,38.591,1444.3429682,1210.4922976,5542.0,4487.0,0.8380920074049764
67.0,93.0,34.123,1348.0933558,1156.0180169,4572.0,4830.0,0.8575207435941878
70.0,92.0,30.48,1182.1773326,1015.4236058,3971.0,4277.0,0.8589435593108072
72.0,92.0,37.344,1422.0683951,1216.9125207,4881.0,5033.0,0.8557341720645064
77.0,90.0,33.111,1305.18273,1154.5739308,3607.0,5552.0,0.8846071161238855
82.0,91.0,20.521,854.8201741,699.7084921,3659.0,2250.0,0.8185446638957604
87.0,94.0,54.87,2739.4649963,2007.055254,16939.0,1625.0,0.7326449714490918
90.0,91.0,38.152,1540.2384501,1272.5893471,6326.0,4340.0,0.8262287875084388
93.0,90.0,38.907,1402.4111026,1198.0065648,4862.0,4912.0,0.8542477755480941
96.0,89.0,37.901,1423.6571982,1238.7603763,4414.0,5544.0,0.8701254612881709
99.0,88.0,42.898,1500.5277637,1359.4730028,3395.0,7186.0,0.9059965671330283
102.0,88.0,37.244,1252.4206356,1140.9749742,2685.0,6156.0,0.9110157895581068
104.0,88.0,42.795,1762.5182681,1339.4160666,9848.0,2172.0,0.7599445014796327
107.0,90.0,32.027,1105.8382745,1000.991393,2523.0,5273.0,0.9051878706699622
110.0,89.0,34.7,1254.3289115,1101.8305249,3647.0,5142.0,0.8784223298993934
113.0,87.0,29.604,1020.7880594,896.463924,2973.0,4180.0,0.8782076903671118
115.0,88.0,37.711,1428.7013497,1226.4889882,4814.0,5152.0,0.8584642188918903
118.0,88.0,34.429,1239.5882695,1066.3844378,4125.0,4525.0,0.860273095541745
121.0,86.0,30.465,1128.2051503,963.7214657,3912.0,3950.0,0.8542076460506652
124.0,83.0,27.043,996.074719,844.5938961,3598.0,3334.0,0.8479222291154245
127.0,85.0,35.234,1566.4526949,1250.3829832,7422.0,3356.0,0.7982258176521714
130.0,85.0,37.275,1814.8943431,1241.6314011,12159.0,0.0,0.6841342614904974
133.0,83.0,32.867,1272.5861343,1044.2621519,5389.0,3412.0,0.8205826888679781
136.0,84.0,39.535,1560.8311035,1324.7982346,5607.0,5257.0,0.8487774440356032
138.0,86.0,33.63,1292.3215608,1096.9938671,4640.0,4355.0,0.8488551923724895
141.0,86.0,34.343,1569.9152801,1111.2407469,10547.0,30.0,0.707834850062238
144.0,86.0,31.385,1205.5012224,1007.7401432,4684.0,3682.0,0.8359511583022017
146.0,86.0,37.356,1395.0550113,1173.0059201,5265.0,4427.0,0.840831300987134
149.0,90.0,43.015,1631.939948,1380.1215932,5978.0,5373.0,0.8456938595635138
153.0,89.0,25.295,1001.6010638,832.851766,3993.0,2951.0,0.8315204487106097
156.0,90.0,36.129,1471.358963,1237.6047637,5543.0,4680.0,0.8411304072098142
158.0,91.0,44.72,1830.1288779,1471.3732829,8436.0,4173.0,0.8039724965098318
161.0,90.0,47.089,1826.3356296,1525.5319661,7124.0,5549.0,0.8352966132704309
163.0,90.0,40.617,1573.074434,1317.1175167,6065.0,4856.0,0.8372887437696415
