sec,speed,cadence,power,altitude
0.0,0.198,0.0,0.0,50.0
1.0,0.4968000000000001,0.0,0.0,50.0
2.0,0.7992,0.0,0.0,50.0
3.0,2.7,0.0,0.0,50.0
4.0,3.6,0.0,0.0,50.0
5.0,4.7988,0.0,0.0,50.0
6.0,5.9976,0.0,0.0,50.0
7.0,7.0992,0.0,0.0,50.0
8.0,7.6968,40.0,140.0,50.0
9.0,8.5968,40.0,140.0,50.0
10.0,9.0972,47.0,110.0,50.0
11.0,9.4968,53.0,122.0,50.0
12.0,9.9,56.0,102.0,50.0
13.0,10.1988,59.0,103.0,50.0
14.0,10.4976,61.0,103.0,50.0
15.0,10.8,63.0,99.0,50.0
16.0,10.897200000000002,65.0,100.0,50.0
17.0,11.0988,66.0,88.0,50.0
18.0,11.1996,68.0,78.0,50.0
19.0,11.3976,69.0,84.0,50.0
20.0,11.5992,70.0,94.0,50.0
21.0,11.7,71.0,85.0,50.0
22.0,11.9988,72.0,85.0,50.0
23.0,11.9988,73.0,85.0,50.0
24.0,11.9988,74.0,78.0,50.0
25.0,12.1968,75.0,82.0,50.0
26.0,12.1968,75.0,74.0,50.0
27.0,12.1968,75.0,67.0,50.0
28.0,12.1968,76.0,66.0,50.0
29.0,12.1968,76.0,60.0,50.0
30.0,12.1968,75.0,57.0,50.0
31.0,12.1968,75.0,58.0,50.0
32.0,12.1968,75.0,61.0,50.0
33.0,12.1968,75.0,64.0,50.0
34.0,12.2976,75.0,67.0,50.0
35.0,12.1968,76.0,77.0,50.0
36.0,12.1968,76.0,48.0,50.0
37.0,12.1968,76.0,59.0,50.0
38.0,12.2976,76.0,52.0,50.0
39.0,12.2976,76.0,67.0,50.0
40.0,12.2976,76.0,63.0,50.0
41.0,12.3984,76.0,79.0,50.0
42.0,12.4992,77.0,66.0,50.0
43.0,12.3984,77.0,69.0,50.0
44.0,12.3984,77.0,57.0,50.0
45.0,12.2976,77.0,40.0,50.0
46.0,12.1968,76.0,37.0,50.0
47.0,12.2976,76.0,48.0,50.0
48.0,12.2976,76.0,67.0,50.0
49.0,12.1968,76.0,89.0,50.0
50.0,12.0996,76.0,41.0,50.0
51.0,12.0996,75.0,40.0,50.0
52.0,12.0996,75.0,37.0,50.0
53.0,12.1968,74.0,68.0,50.0
54.0,12.0996,75.0,58.0,50.0
55.0,12.0996,75.0,51.0,50.0
56.0,12.0996,75.0,49.0,50.0
57.0,11.9988,75.0,55.0,50.0
58.0,11.9988,75.0,48.0,50.0
59.0,11.898,74.0,45.0,50.0
60.0,11.898,74.0,48.0,50.0
61.0,11.9988,74.0,59.0,50.0
62.0,11.9988,74.0,70.0,50.0
63.0,11.898,74.0,60.0,50.0
64.0,11.898,74.0,53.0,50.0
65.0,11.9988,74.0,54.0,50.0
66.0,11.9988,74.0,60.0,50.0
67.0,11.898,74.0,54.0,50.0
68.0,11.9988,74.0,61.0,50.0
69.0,11.898,74.0,56.0,50.0
70.0,11.7972,74.0,54.0,50.0
71.0,11.898,73.0,55.0,50.0
72.0,11.898,73.0,57.0,50.0
73.0,11.9988,73.0,69.0,50.0
74.0,11.898,74.0,65.0,50.0
75.0,11.898,74.0,55.0,50.0
76.0,11.7972,74.0,49.0,50.0
77.0,11.898,74.0,52.0,50.0
78.0,11.7972,73.0,58.0,50.0
79.0,11.7972,74.0,56.0,50.0
80.0,11.7972,73.0,60.0,50.0
81.0,11.7972,73.0,60.0,50.0
82.0,11.7972,73.0,60.0,50.0
83.0,11.7972,74.0,55.0,50.0
84.0,11.7972,73.0,57.0,50.0
85.0,11.7972,73.0,59.0,50.0
86.0,11.898,73.0,59.0,50.0
87.0,11.7972,73.0,57.0,50.0
88.0,11.7972,73.0,54.0,50.0
89.0,11.7972,73.0,50.0,50.0
90.0,11.7972,73.0,62.0,50.0
91.0,11.7972,73.0,59.0,50.0
92.0,11.7972,73.0,58.0,50.0
93.0,11.7972,73.0,50.0,50.0
94.0,11.7,73.0,55.0,50.0
95.0,11.7,73.0,56.0,50.0
96.0,11.7,73.0,56.0,50.0
97.0,11.7972,73.0,51.0,50.0
98.0,11.7972,73.0,70.0,50.0
99.0,11.7972,73.0,72.0,50.0
100.0,11.7972,73.0,59.0,50.0
101.0,11.7972,73.0,53.0,50.0
102.0,11.898,73.0,53.0,50.0
103.0,11.7972,73.0,63.0,50.0
104.0,11.7972,73.0,55.0,50.0
105.0,11.7972,73.0,55.0,50.0
106.0,11.7972,73.0,49.0,50.0
107.0,11.7972,73.0,61.0,50.0
108.0,11.7972,73.0,62.0,50.0
109.0,11.7972,73.0,56.0,50.0
110.0,11.7972,73.0,60.0,50.0
111.0,11.7972,73.0,58.0,50.0
112.0,11.898,73.0,62.0,50.0
113.0,11.898,74.0,59.0,50.0
114.0,11.898,74.0,67.0,50.0
115.0,11.7972,74.0,55.0,50.0
116.0,11.7972,73.0,49.0,50.0
117.0,11.7972,73.0,54.0,50.0
118.0,11.7972,73.0,52.0,50.0
119.0,11.7972,73.0,56.0,50.0
120.0,11.7,73.0,56.0,50.0
121.0,11.7,73.0,50.0,50.0
122.0,11.7,73.0,54.0,50.0
123.0,11.7,73.0,64.0,50.0
124.0,11.5992,73.0,52.0,50.0
125.0,11.7,72.0,46.0,50.0
126.0,11.7,72.0,62.0,50.0
127.0,11.898,72.0,61.0,50.0
128.0,11.9988,73.0,92.0,50.0
129.0,11.9988,74.0,85.0,50.0
130.0,11.9988,75.0,74.0,50.0
131.0,11.898,74.0,45.0,50.0
132.0,11.7972,74.0,45.0,50.0
133.0,11.7972,74.0,36.0,50.0
134.0,11.7,73.0,41.0,50.0
135.0,11.7,73.0,51.0,50.0
136.0,11.7,73.0,47.0,50.0
137.0,11.7,72.0,52.0,50.0
138.0,11.5992,72.0,65.0,50.0
139.0,11.7,72.0,51.0,50.0
140.0,11.5992,72.0,60.0,50.0
141.0,11.5992,72.0,56.0,50.0
142.0,11.5992,72.0,48.0,50.0
143.0,11.5992,72.0,57.0,50.0
144.0,11.7,72.0,63.0,50.0
145.0,11.5992,72.0,59.0,50.0
146.0,11.5992,72.0,55.0,50.0
147.0,11.7,72.0,53.0,50.0
148.0,11.7,72.0,67.0,50.0
149.0,11.7,72.0,57.0,50.0
150.0,11.7,72.0,55.0,50.0
151.0,11.7,72.0,51.0,50.0
152.0,11.7,72.0,61.0,50.0
153.0,11.5992,72.0,50.0,50.0
154.0,11.5992,72.0,56.0,50.0
155.0,11.5992,72.0,50.0,50.0
156.0,11.5992,72.0,55.0,50.0
157.0,11.5992,72.0,53.0,50.0
158.0,11.5992,72.0,52.0,50.0
159.0,11.4984,72.0,54.0,50.0
160.0,11.4984,72.0,50.0,50.0
161.0,11.5992,72.0,52.0,50.0
162.0,11.7,72.0,67.0,50.0
163.0,11.5992,72.0,70.0,50.0
164.0,11.7,72.0,59.0,50.0
165.0,11.5992,72.0,59.0,50.0
166.0,11.7,72.0,54.0,50.0
167.0,11.7,72.0,59.0,50.0
168.0,11.7,72.0,61.0,50.0
169.0,11.5992,72.0,48.0,50.0
170.0,11.5992,72.0,48.0,50.0
171.0,11.5992,72.0,49.0,50.0
172.0,11.7,72.0,55.0,50.0
173.0,11.5992,72.0,68.0,50.0
174.0,11.5992,72.0,51.0,50.0
175.0,11.5992,72.0,50.0,50.0
176.0,11.5992,72.0,56.0,50.0
177.0,11.5992,72.0,58.0,50.0
178.0,11.7,72.0,61.0,50.0
179.0,11.7972,72.0,65.0,50.0
180.0,11.898,72.0,74.0,80.0
181.0,12.0996,73.0,86.0,80.0
182.0,12.0996,74.0,91.0,80.0
183.0,12.1968,75.0,71.0,80.0
184.0,12.1968,75.0,71.0,80.0
185.0,12.2976,76.0,71.0,80.0
186.0,12.2976,76.0,71.0,80.0
187.0,12.2976,76.0,61.0,80.0
188.0,12.1968,76.0,52.0,80.0
189.0,12.0996,76.0,49.0,80.0
190.0,11.9988,76.0,45.0,80.0
191.0,11.9988,75.0,55.0,80.0
192.0,11.898,74.0,57.0,80.0
193.0,11.898,74.0,59.0,80.0
194.0,11.7972,74.0,58.0,80.0
195.0,11.7972,74.0,70.0,80.0
196.0,11.7,73.0,65.0,80.0
197.0,11.7,73.0,78.0,80.0
198.0,11.7,73.0,73.0,80.0
199.0,11.7,72.0,75.0,80.0
200.0,11.7,73.0,80.0,80.0
201.0,11.5992,72.0,81.0,80.0
202.0,11.5992,72.0,77.0,80.0
203.0,11.7,72.0,76.0,80.0
204.0,11.7,72.0,82.0,80.0
205.0,11.7972,72.0,90.0,80.0
206.0,11.898,72.0,97.0,80.0
207.0,12.0996,73.0,121.0,80.0
208.0,12.0996,74.0,114.0,80.0
209.0,12.0996,75.0,90.0,80.0
210.0,11.9988,75.0,83.0,80.0
211.0,12.0996,75.0,73.0,80.0
212.0,11.9988,75.0,78.0,80.0
213.0,11.9988,75.0,73.0,80.0
214.0,11.898,74.0,58.0,80.0
215.0,11.898,74.0,62.0,80.0
216.0,11.898,74.0,70.0,80.0
217.0,11.7972,73.0,75.0,80.0
218.0,11.7972,73.0,73.0,80.0
219.0,11.7972,73.0,84.0,80.0
220.0,11.7972,73.0,77.0,80.0
221.0,11.7972,73.0,71.0,80.0
222.0,11.9988,73.0,77.0,80.0
223.0,11.898,74.0,120.0,80.0
224.0,11.9988,74.0,73.0,80.0
225.0,11.9988,74.0,89.0,80.0
226.0,11.9988,74.0,84.0,80.0
227.0,11.9988,74.0,75.0,80.0
228.0,11.9988,74.0,79.0,80.0
229.0,11.9988,74.0,84.0,80.0
230.0,11.9988,74.0,83.0,80.0
231.0,11.9988,74.0,82.0,80.0
232.0,11.9988,74.0,81.0,80.0
233.0,11.9988,75.0,86.0,80.0
234.0,11.898,74.0,75.0,80.0
235.0,11.898,74.0,67.0,80.0
236.0,11.898,74.0,84.0,80.0
237.0,11.898,74.0,77.0,80.0
238.0,11.898,74.0,84.0,80.0
239.0,11.898,74.0,81.0,80.0
240.0,11.9988,74.0,81.0,110.0
241.0,11.9988,74.0,87.0,110.0
242.0,11.898,74.0,85.0,110.0
243.0,11.898,74.0,74.0,110.0
244.0,11.7972,74.0,74.0,110.0
245.0,11.7,73.0,84.0,110.0
246.0,11.7,73.0,81.0,110.0
247.0,11.7,73.0,88.0,110.0
248.0,11.7,73.0,95.0,110.0
249.0,11.7,73.0,107.0,110.0
250.0,11.7,72.0,116.0,110.0
251.0,11.7,72.0,113.0,110.0
252.0,11.7,72.0,116.0,110.0
253.0,11.7,73.0,118.0,110.0
254.0,11.7,72.0,110.0,110.0
255.0,11.7,72.0,110.0,110.0
256.0,11.7,72.0,113.0,110.0
257.0,11.7,72.0,119.0,110.0
258.0,11.7,73.0,117.0,110.0
259.0,11.5992,72.0,114.0,110.0
260.0,11.7,73.0,107.0,110.0
261.0,11.7,72.0,106.0,110.0
262.0,11.5992,72.0,117.0,110.0
263.0,11.7,72.0,109.0,110.0
264.0,11.7,72.0,118.0,110.0
265.0,11.7,73.0,122.0,110.0
266.0,11.7,72.0,105.0,110.0
267.0,11.7,72.0,112.0,110.0
268.0,11.7,73.0,108.0,110.0
269.0,11.5992,72.0,102.0,110.0
270.0,11.7,72.0,100.0,110.0
271.0,11.7,72.0,125.0,110.0
272.0,11.7,72.0,121.0,110.0
273.0,11.7,72.0,113.0,110.0
274.0,11.7,73.0,108.0,110.0
275.0,11.7,72.0,112.0,110.0
276.0,11.7,72.0,106.0,110.0
277.0,11.7972,72.0,115.0,110.0
278.0,11.7,73.0,116.0,110.0
279.0,11.7972,73.0,110.0,110.0
280.0,11.7972,73.0,120.0,110.0
281.0,11.7,73.0,112.0,110.0
282.0,11.7972,73.0,114.0,110.0
283.0,11.7972,73.0,112.0,110.0
284.0,11.898,73.0,126.0,110.0
285.0,11.898,73.0,113.0,110.0
286.0,11.898,73.0,117.0,110.0
287.0,11.898,74.0,117.0,110.0
288.0,11.9988,74.0,124.0,110.0
289.0,12.0996,74.0,126.0,110.0
290.0,11.9988,74.0,122.0,110.0
291.0,12.0996,75.0,115.0,110.0
292.0,12.0996,75.0,115.0,110.0
293.0,12.0996,75.0,114.0,110.0
294.0,12.0996,75.0,121.0,110.0
295.0,12.1968,75.0,116.0,110.0
296.0,12.1968,75.0,116.0,110.0
297.0,12.2976,75.0,129.0,110.0
298.0,12.2976,76.0,125.0,110.0
299.0,12.2976,76.0,121.0,110.0
300.0,12.2976,76.0,117.0,140.0
301.0,12.3984,77.0,123.0,140.0
302.0,12.2976,77.0,113.0,140.0
303.0,12.2976,76.0,104.0,140.0
304.0,12.1968,76.0,109.0,140.0
305.0,12.0996,76.0,108.0,140.0
306.0,12.0996,75.0,112.0,140.0
307.0,11.898,75.0,111.0,140.0
308.0,11.898,74.0,118.0,140.0
309.0,11.898,74.0,123.0,140.0
310.0,11.7972,74.0,130.0,140.0
311.0,11.7,73.0,136.0,140.0
312.0,11.5992,73.0,126.0,140.0
313.0,11.7,72.0,133.0,140.0
314.0,11.5992,72.0,153.0,140.0
315.0,11.7,72.0,151.0,140.0
316.0,11.7,72.0,150.0,140.0
317.0,11.5992,72.0,143.0,140.0
318.0,11.7,72.0,142.0,140.0
319.0,11.5992,72.0,144.0,140.0
320.0,11.7,72.0,146.0,140.0
321.0,11.5992,72.0,143.0,140.0
322.0,11.5992,72.0,135.0,140.0
323.0,11.7,72.0,142.0,140.0
324.0,11.7,72.0,157.0,140.0
325.0,11.7972,72.0,146.0,140.0
326.0,11.7972,73.0,148.0,140.0
327.0,11.7972,73.0,151.0,140.0
328.0,11.7972,73.0,150.0,140.0
329.0,11.7,73.0,139.0,140.0
330.0,11.7972,73.0,142.0,140.0
331.0,11.7,73.0,151.0,140.0
332.0,11.7972,73.0,140.0,140.0
333.0,11.7972,73.0,141.0,140.0
334.0,11.7972,73.0,142.0,140.0
335.0,11.7972,73.0,141.0,140.0
336.0,11.7,73.0,141.0,140.0
337.0,11.7972,73.0,138.0,140.0
338.0,11.7,73.0,143.0,140.0
339.0,11.7,73.0,146.0,140.0
340.0,11.7,72.0,134.0,140.0
341.0,11.7972,73.0,147.0,140.0
342.0,11.7972,73.0,146.0,140.0
343.0,11.7972,73.0,152.0,140.0
344.0,11.898,73.0,145.0,140.0
