sec,hr,ve,vo2,vco2,fat,cho,rer
-28.0,93.0,76.194,2864.7721736,2283.3454442,13650.0,6056.0,0.7970425939074405
-25.0,96.0,21.75,734.9124651,602.2782675,3130.0,1951.0,0.819523815558153
-23.0,97.0,28.949,1297.0473394,961.7339253,7771.0,1036.0,0.7414794326203141
-19.0,99.0,25.57,864.6141677,736.3874575,3048.0,2974.0,0.8516948773334332
-17.0,100.0,25.727,923.2275065,724.9212548,4643.0,1690.0,0.7852032675545072
-16.0,101.0,28.855,1012.638198,799.7959925,4988.0,1965.0,0.7898141647032754
-13.0,101.0,21.566,718.7719471,586.4715932,3119.0,1846.0,0.8159355628251953
-11.0,101.0,24.311,748.5487613,607.4060081,3324.0,1842.0,0.8114448109500866
-10.0,101.0,15.627,462.7928818,355.8197821,2495.0,668.0,0.768853187015462
-8.0,103.0,36.39,1278.8867243,1042.6398722,5569.0,3264.0,0.8152714797869921
-6.0,104.0,35.695,1369.9741606,975.5338373,9079.0,160.0,0.7120819248683864
-4.0,103.0,12.475,237.8571813,197.474697,955.0,693.0,0.8302238171692317
-2.0,102.0,32.064,1042.7403793,924.2684423,2838.0,4482.0,0.8863840517238516
1.0,103.0,31.495,997.2350709,943.0921985,1315.0,5780.0,0.9457070113357161
3.0,106.0,26.775,866.2847732,711.021828,3665.0,2326.0,0.8207714714568182
5.0,109.0,39.594,1440.396115,1197.3356418,5751.0,4235.0,0.8312544232320427
7.0,112.0,37.324,1257.870088,1057.7271459,4746.0,3994.0,0.8408874302606043
9.0,114.0,28.559,999.8240686,818.708286,4273.0,2639.0,0.8188523478399488
12.0,116.0,36.158,1241.6019044,1075.0975746,3971.0,4705.0,0.8658955586247569
14.0,115.0,38.966,1309.8808815,1094.7484188,5096.0,3995.0,0.8357618118270094
15.0,113.0,38.479,1317.9834655,1085.6320461,5488.0,3633.0,0.8237068783622006
17.0,113.0,34.419,1188.9353598,940.6546391,5821.0,2346.0,0.7911739114717177
19.0,114.0,30.585,1152.5685329,910.0106621,5685.0,2230.0,0.7895501535256255
22.0,115.0,40.946,1337.1929168,1183.0772788,3691.0,5693.0,0.8847468932390026
24.0,114.0,32.583,1129.5235759,956.8961246,4099.0,3760.0,0.847167907794708
26.0,115.0,36.239,1405.3439639,1125.6392648,6572.0,3103.0,0.8009706475532257
28.0,116.0,33.102,1278.2420363,1005.9397441,6378.0,2394.0,0.7869712585980927
31.0,117.0,38.171,1457.9558438,1154.791321,7109.0,2908.0,0.7920619310322627
33.0,117.0,37.843,1375.4893054,1148.5780447,5374.0,4170.0,0.8350323337235888
35.0,116.0,38.033,1404.8500492,1139.4193605,6251.0,3443.0,0.8110611955694838
37.0,115.0,34.211,1263.4234223,985.9810932,6488.0,2169.0,0.7804043171885083
39.0,116.0,38.754,1459.4612164,1164.9415718,6916.0,3126.0,0.7981997457071994
41.0,115.0,38.712,1448.8783189,1126.0952046,7543.0,2378.0,0.7772186179547088
44.0,116.0,38.006,1380.284148,1161.8252347,5181.0,4411.0,0.841729028318885
46.0,114.0,38.682,1390.8592037,1143.345075,5844.0,3778.0,0.8220422828985446
48.0,115.0,40.03,1538.512144,1243.458569,6945.0,3665.0,0.8082214845357761
50.0,118.0,40.085,1515.6844667,1249.7516535,6283.0,4209.0,0.8245460588647464
53.0,117.0,38.488,1434.1792449,1172.2885747,6177.0,3734.0,0.8173933480551375
55.0,117.0,38.66,1444.7070504,1190.3222417,6009.0,3990.0,0.8239194523003346
58.0,117.0,30.0,1289.0119957,1071.2042706,5153.0,3783.0,0.8310273870013761
60.0,118.0,42.122,1619.1874781,1331.2138376,6800.0,4402.0,0.8221492912989198
62.0,118.0,42.959,1606.580457,1324.6006013,6662.0,4459.0,0.8244844480266201
64.0,118.0,42.495,1551.0864131,1291.7671088,6138.0,4619.0,0.832814405367832
66.0,116.0,40.485,1464.4672144,1211.3529902,5983.0,4160.0,0.8271629288036316
70.0,116.0,44.526,1481.9557817,1349.7909296,3184.0,7277.0,0.9108172769174062
71.0,116.0,39.153,1315.6083794,1142.2954004,4135.0,5062.0,0.8682640049168419
73.0,114.0,40.215,1445.3546866,1240.0248639,4888.0,5193.0,0.8579381070932766
76.0,114.0,40.762,1467.023312,1283.3726972,4389.0,5883.0,0.8748141128380378
77.0,114.0,41.259,1472.8030604,1243.8986684,5433.0,4809.0,0.8445790899308481
79.0,113.0,40.486,1431.3980904,1247.7783884,4385.0,5630.0,0.8717200314633031
82.0,113.0,42.391,1492.3494411,1311.8359339,4318.0,6141.0,0.8790407244921506
84.0,114.0,39.333,1439.4405915,1232.1692051,4932.0,5104.0,0.8560055985471353
87.0,114.0,42.887,1465.1398537,1327.9736815,3301.0,7031.0,0.9063801507729065
88.0,111.0,49.0,1692.3134933,1489.9911948,4841.0,7023.0,0.8804463243358812
90.0,111.0,45.342,1503.8722253,1334.6687638,4055.0,6505.0,0.8874881398476214
92.0,111.0,42.194,1413.5580236,1249.4060936,3931.0,5987.0,0.8838732282231021
