sec,hr,ve,vo2,vco2,fat,cho,phases,rer
514.0,0,159.692,4526.6490978,4535.7860781,0,32606,NONE,1.0020184865454758
515.0,0,157.189,4376.6220947,4378.1718901,0,31514,NONE,1.0003541076580218
516.0,0,151.487,4394.924298,4390.4083192,111,31525,NONE,0.9989724558391015
517.0,0,150.496,4448.2203989,4325.5976441,2995,28838,NONE,0.9724333005553584
519.0,0,153.589,4515.6347008,4335.8602292,4379,27849,NONE,0.9601884378361802
520.0,0,151.385,4444.2818143,4299.3977872,3535,28235,NONE,0.967399901006768
521.0,0,155.321,4570.9678299,4394.4445322,4301,28330,NONE,0.9613816363910264
522.0,0,151.646,4444.5347739,4292.0807578,3718,28041,NONE,0.965698543524675
523.0,0,150.871,4610.6929282,4463.9346281,3581,29383,NONE,0.9681700121033012
524.0,0,153.174,4618.7751952,4446.0878292,4209,28773,NONE,0.9626118703115356
526.0,0,160.359,4655.1391965,4490.0959253,4024,29232,NONE,0.964546007276412
527.0,0,126.448,4108.6238276,4041.4300831,1645,27830,NONE,0.9836456810553886
528.0,0,120.098,3939.1051448,3761.383577,4324,23756,NONE,0.954882756040516
530.0,0,146.919,4518.9099136,4277.4739366,5863,26291,NONE,0.9465720756518337
531.0,0,162.389,4943.9811121,4693.2786503,6092,29108,NONE,0.9492913795349204
532.0,0,155.8,4748.7927198,4551.9853141,4792,29087,NONE,0.9585563284580912
533.0,0,162.47,4785.6601614,4640.0246401,3555,30671,NONE,0.9695683528733066
534.0,0,157.815,4573.8967646,4528.9796764,1101,31760,NONE,0.9901796891115604
535.0,0,160.316,4576.7611234,4505.9453802,1734,31106,NONE,0.98452710524088
537.0,0,155.538,4516.9801482,4427.4991344,2189,30191,NONE,0.9801900803492224
538.0,0,153.223,4526.5466355,4470.1858662,1381,31121,NONE,0.9875488371514868
539.0,0,159.504,4616.1869045,4554.4223673,1513,31625,NONE,0.9866200094411708
540.0,0,151.366,4400.9364669,4389.5978508,278,31390,NONE,0.9974235901414894
541.0,0,162.275,4535.1792103,4516.4658884,459,32164,NONE,0.9958737414703482
542.0,0,163.135,4536.9041448,4544.5424219,0,32678,NONE,1.001683587939312
543.0,0,162.218,4549.2783047,4590.2744173,0,32820,NONE,1.009011564000744
544.0,0,162.222,4581.7681067,4594.2833192,0,33009,NONE,1.002731524644754
546.0,0,119.634,3676.1780545,3642.9732241,814,25602,NONE,0.990967567427983
548.0,0,94.172,3691.5777137,3505.1795123,4530,21755,NONE,0.9495071712270208
549.0,0,169.943,5495.8153531,5146.7286927,8458,30559,NONE,0.936481370284194
550.0,0,161.9,5008.3388858,4770.675,5779,29904,NONE,0.9525463649287308
551.0,0,165.155,4794.3919555,4633.5400884,3923,30341,NONE,0.966449996455656
552.0,0,174.584,4923.2860553,4782.3585198,3441,31783,NONE,0.9713753103278878
553.0,0,171.027,4565.8521081,4500.760703,1594,31177,NONE,0.9857438647685226
554.0,0,168.919,4596.8978301,4540.16425,1390,31617,NONE,0.9876582899605656
555.0,0,166.632,4526.9368049,4527.2601644,0,32594,NONE,1.000071430089249
557.0,0,159.526,4342.8212618,4343.9530203,0,31270,NONE,1.0002606044393203
558.0,0,155.316,4277.799044,4280.0086677,0,30804,NONE,1.000516532842537
559.0,0,153.158,4349.0459333,4322.6382361,648,30623,NONE,0.9939279332513368
560.0,0,157.434,4496.1592704,4442.6046321,1313,30975,NONE,0.988088803114122
561.0,0,151.835,4389.4731826,4325.5976441,1565,29938,NONE,0.9854480171440154
562.0,0,160.345,4597.656934,4528.8036488,1686,31308,NONE,0.985024266449542
564.0,0,157.068,4511.545712,4443.8073653,1659,30717,NONE,0.9849855568303728
565.0,0,154.574,4477.6144004,4397.6942303,1956,30156,NONE,0.9821511718175508
566.0,0,159.517,4551.6464703,4473.6212663,1910,30738,NONE,0.9828578066180834
567.0,0,170.324,4735.1617161,4715.2911256,488,33574,NONE,0.9958036088963048
568.0,0,163.706,4450.9523519,4458.5053192,0,32059,NONE,1.0016969328590486
569.0,0,167.604,4525.5057863,4534.2578483,0,32598,NONE,1.0019339411798995
570.0,0,155.67,4289.9106889,4275.7066011,349,30516,NONE,0.9966889548920556
571.0,0,162.882,4464.5959352,4445.2609358,475,31640,NONE,0.9956692610752168
572.0,0,163.875,4653.4422818,4629.7995013,580,32887,NONE,0.9949192921995682
574.0,0,160.929,4435.6160237,4417.1845289,453,31455,NONE,0.9958446595238364
575.0,0,165.946,4662.3490091,4649.6185472,313,33236,NONE,0.9972695176025748
576.0,0,170.389,4605.5754541,4616.7822581,0,33178,NONE,1.0024333124300513
577.0,0,166.096,4358.6586253,4411.1765705,0,31466,NONE,1.0120491072402775
578.0,0,172.229,4629.4414768,4563.5561969,1614,31614,NONE,0.9857682011469034
579.0,0,155.947,4260.7795526,4203.2754446,1409,29178,NONE,0.9865038528067216
580.0,0,169.607,4706.2682625,4629.7995013,1872,31892,NONE,0.9837517206978382
581.0,0,163.046,4604.9539731,4556.5924363,1186,31893,NONE,0.9894979326433
582.0,0,165.135,4583.2596309,4522.6515624,1485,31418,NONE,0.9867762087725984
583.0,0,165.161,4584.2418928,4521.3224745,1541,31365,NONE,0.9862748476691816
584.0,0,163.018,4489.829852,4430.2017721,1461,30771,NONE,0.9867193007607096
586.0,0,155.15,4315.3457627,4244.7732545,1728,29231,NONE,0.983646152109062
587.0,0,157.817,4417.2063705,4338.1256756,1936,29743,NONE,0.9820971246831176
588.0,0,157.2,4324.5704564,4272.1803288,1284,29770,NONE,0.9878854725276895
589.0,0,163.817,4631.8290089,4503.0903724,3144,30001,NONE,0.972205658660406
590.0,0,161.383,4464.5788784,4378.33556,2110,29898,NONE,0.980682765217286
591.0,0,162.175,4471.3255536,4378.5119422,2270,29776,NONE,0.9792424840715808
592.0,0,157.909,4397.8775381,4294.270196,2533,28968,NONE,0.9764415127064316
593.0,0,157.046,4456.3747061,4333.6671703,2997,28894,NONE,0.972464717647725
594.0,0,157.946,4423.9960178,4330.0119993,2299,29405,NONE,0.9787558537300092
595.0,0,160.091,4537.018568,4435.6453465,2479,30027,NONE,0.9776564234903082
597.0,0,150.763,4387.6277525,4279.0693721,2653,28766,NONE,0.9752580696167432
598.0,0,153.458,4383.3999633,4270.8324724,2751,28632,NONE,0.9743195939584636
599.0,0,151.148,4283.6930921,4183.6287739,2446,28238,NONE,0.9766406425370344
600.0,0,157.2,4609.4934397,4462.1531872,3595,29360,NONE,0.9680354784256752
601.0,0,150.615,4418.7172048,4269.9524618,3629,27951,NONE,0.966333047329121
602.0,0,166.722,4892.9092199,4693.2297148,4863,30050,NONE,0.9591900245588286
603.0,0,158.018,4589.4258964,4459.8073606,3165,29673,NONE,0.9717571350478336
604.0,0,164.388,4670.7495556,4581.3955775,2186,31301,NONE,0.9808694563824624
605.0,0,169.347,4622.2113991,4547.356961,1833,31328,NONE,0.9838054922986486
607.0,0,150.871,4420.4224272,4377.7128882,1047,30712,NONE,0.9903381317728376
608.0,0,141.921,4163.2054241,3987.308009,4282,25414,NONE,0.9577495229801144
609.0,0,163.667,4695.1900645,4495.2879881,4866,28622,NONE,0.957424071517052
610.0,0,171.371,4736.1217985,4572.8129032,3983,29859,NONE,0.9655184342278268
611.0,0,171.495,4667.4271146,4548.368009,2909,30508,NONE,0.9744914912055987
612.0,0,164.357,4518.875913,4408.5063667,2698,29664,NONE,0.9755758847056442
613.0,0,169.593,4585.7341604,4507.114864,1925,30968,NONE,0.9828556794506504
614.0,0,167.847,4498.2844077,4456.1627147,1033,31288,NONE,0.9906360538413496
616.0,0,160.789,4369.4761264,4302.4576331,1641,29713,NONE,0.984662121645412
617.0,0,172.393,4691.4956388,4616.7822581,1830,31831,NONE,0.984074720206047
618.0,0,164.467,4327.778142,4264.7895134,1543,29517,NONE,0.98544550424415
619.0,0,165.189,4476.368031,4426.3317808,1227,30924,NONE,0.9888221321720008
620.0,0,162.973,4461.4789256,4426.3317808,862,31205,NONE,0.9921220865578172
621.0,0,127.108,3574.7647881,3513.9881154,1488,24154,NONE,0.982998413517354
623.0,0,95.931,3547.3500663,3393.5085229,3744,21553,NONE,0.9566319814721692
624.0,0,169.235,5329.7919857,5016.9986767,7587,30292,NONE,0.9413122857628902
625.0,0,171.081,5176.001006,4916.6870325,6302,30554,NONE,0.9499007103747846
626.0,0,167.411,4809.0019038,4621.1213391,4577,29750,NONE,0.9609314846493324
627.0,0,172.15,4743.7557348,4609.9694953,3267,30676,NONE,0.9717974012619264
628.0,0,164.556,4514.0437407,4436.790747,1891,30488,NONE,0.9828860777303812
630.0,0,168.333,4655.1527619,4594.2833192,1491,31929,NONE,0.9869242867391624
631.0,0,169.121,4636.9219677,4582.7184441,1329,31971,NONE,0.9883104516363284
632.0,0,165.273,4483.9861306,4457.7352138,644,31599,NONE,0.994145629349552
633.0,0,170.579,4656.7831953,4623.5950209,814,32662,NONE,0.9928731544913888
634.0,0,172.755,4601.1734482,4603.0281898,0,33131,NONE,1.0004031018654005
635.0,0,172.811,4613.9769614,4644.2903947,0,33269,NONE,1.006569914317648
636.0,0,172.412,4545.0379657,4564.3729651,0,32755,NONE,1.0042540897448855
637.0,0,165.222,4459.2214211,4495.2879881,0,32164,NONE,1.0080880861464607
638.0,0,163.105,4478.8424599,4382.3196318,2361,29734,NONE,0.978449157574934
639.0,0,165.946,4461.9493992,4360.6592025,2477,29489,NONE,0.97729911578151
640.0,0,168.346,4509.3597255,4411.1765705,2401,29911,NONE,0.97822680802226
641.0,0,159.641,4350.9460162,4245.0305603,2589,28570,NONE,0.9756569133458236
643.0,0,164.518,4556.2161467,4438.8799342,2867,29752,NONE,0.9742470048123192
644.0,0,163.036,4458.796421,4369.3757447,2188,29774,NONE,0.9799451089807896
645.0,0,158.673,4344.2307176,4228.0005942,2839,28255,NONE,0.9732449469294732
646.0,0,154.778,4395.4165922,4243.2998727,3710,27696,NONE,0.965391967676069
647.0,0,159.943,4733.2429746,4517.2726655,5254,28483,NONE,0.954371598868057
648.0,0,164.411,4534.4329723,4434.5408531,2443,30047,NONE,0.9779703173891372
649.0,0,164.434,4550.452061,4460.9028174,2191,30430,NONE,0.9803208027686988
650.0,0,163.135,4497.5891575,4400.0627495,2385,29843,NONE,0.9783158477609346
651.0,0,155.586,4297.853841,4214.59433,2037,28775,NONE,0.9806276541547936
653.0,0,160.56,4632.326152,4568.1845501,1571,31680,NONE,0.986153478879654
654.0,0,158.359,4491.718527,4402.8692699,2174,30026,NONE,0.980219317714162
655.0,0,161.568,4479.4233419,4435.0881246,1087,31095,NONE,0.9901024721451768
656.0,0,175.907,4857.8062461,4809.1834428,1192,33707,NONE,0.9899907899087091
657.0,0,168.22,4448.6357329,4454.0468139,0,32039,NONE,1.001216346162034
658.0,0,165.294,4374.4828782,4346.1092452,696,30755,NONE,0.9935138315110572
659.0,0,174.058,4657.6566329,4652.1689386,135,33392,NONE,0.998821790713116
660.0,0,170.769,4681.5471701,4693.6247878,0,33726,NONE,1.0025798346702854
661.0,0,170.686,4517.2375579,4535.7860781,0,32553,NONE,1.0041061644339606
662.0,0,171.873,4619.8262474,4638.8721253,0,33293,NONE,1.0041226394414116
663.0,0,165.193,4363.6986701,4413.920266,0,31498,NONE,1.0115089513957776
665.0,0,166.093,4453.8185603,4496.4234486,0,32135,NONE,1.0095659236502732
666.0,0,154.8,4198.9796087,4219.8824493,0,30266,NONE,1.0049780762346858
667.0,0,164.444,4493.7402614,4423.6373461,1717,30527,NONE,0.9843998737750456
668.0,0,166.035,4582.7984952,4476.4532679,2600,30228,NONE,0.9767946970805316
669.0,0,167.405,4579.9773858,4509.5170468,1726,31139,NONE,0.9846155705444182
670.0,0,163.745,4370.8837761,4325.1960102,1120,30278,NONE,0.989547247595596
671.0,0,162.313,4399.9425,4335.2851901,1584,29993,NONE,0.9853049648035174
672.0,0,169.176,4546.269262,4469.666477,1875,30736,NONE,0.983150407381216
673.0,0,166.755,4401.6206788,4337.3573496,1574,30016,NONE,0.9854000755881764
674.0,0,165.262,4332.5882922,4288.8656848,1072,30053,NONE,0.9899084324539412
675.0,0,165.346,4484.0185399,4402.4488632,1996,30159,NONE,0.9818088003039748
676.0,0,167.429,4472.3860084,4392.6231392,1952,30122,NONE,0.9821654774319144
677.0,0,170.139,4568.9234284,4481.5870658,2137,30621,NONE,0.9808846954936636
678.0,0,167.7,4456.5044487,4399.083083,1407,30589,NONE,0.9871151557546972
679.0,0,171.155,4602.0023526,4493.6514445,2649,30314,NONE,0.9764557034529144
680.0,0,166.898,4432.3481949,4373.7937182,1435,30385,NONE,0.9867892877262272
681.0,0,162.788,4327.2619511,4285.4342491,1026,30064,NONE,0.9903339103403788
682.0,0,158.935,4137.4966123,4088.5463018,1200,28513,NONE,0.9881690995578148
683.0,0,169.235,4619.4204916,4559.608484,1466,31699,NONE,0.9870520538866808
684.0,0,135.962,3746.1057372,3638.3895923,2630,24171,NONE,0.9712458343526332
685.0,0,168.462,4782.6834339,4677.529393,2571,31697,NONE,0.9780135895772109
686.0,0,170.769,4818.9379479,4710.2393888,2658,31866,NONE,0.977443461552069
688.0,0,169.132,4621.9465543,4529.6731589,2258,30874,NONE,0.9800358151449948
689.0,0,171.959,4686.5400821,4609.2671486,1892,31729,NONE,0.9835117310112976
690.0,0,162.058,4405.8847997,4373.7937182,787,30884,NONE,0.9927163139848356
691.0,0,158.286,4347.3459859,4281.2266553,1619,29577,NONE,0.9847908745210412
692.0,0,157.008,4450.421238,4381.9614002,1677,30258,NONE,0.9846172229236516
693.0,0,154.393,4358.3628268,4273.9948536,2064,29182,NONE,0.9806422786370118
694.0,0,130.678,3896.4596557,3723.0786452,4219,23561,NONE,0.9555029370709982
695.0,0,163.673,4696.3271547,4546.68941,3651,29925,NONE,0.9681372826528396
697.0,0,96.667,3574.2800251,3387.6297024,4534,20905,NONE,0.9477796027761484
698.0,0,179.647,5570.654278,5198.0489614,9021,30497,NONE,0.9331128269669297
699.0,0,174.757,5069.8838739,4741.8151961,7947,28037,NONE,0.9352906918659591
700.0,0,168.273,4766.6358962,4528.422789,5789,28153,NONE,0.9500248996593372
701.0,0,179.365,4830.9715873,4696.2208192,3291,31279,NONE,0.972106901134703
702.0,0,171.588,4450.5929614,4345.9768118,2557,29321,NONE,0.9764938850828788
703.0,0,193.188,5075.2272925,5042.0122029,815,35674,NONE,0.9934554478675106
704.0,0,177.673,4555.9368407,4542.8826828,321,32461,NONE,0.997134692960758
705.0,0,187.25,4756.2162243,4758.546055,0,34248,NONE,1.000489849617874
706.0,0,180.72,4543.5477854,4616.7822581,0,32830,NONE,1.016118345433788
707.0,0,190.863,4725.7918156,4803.3949859,0,34149,NONE,1.0164211995212802
708.0,0,184.294,4579.6482171,4688.2494757,0,33145,NONE,1.0237138866244122
709.0,0,185.818,4547.4469464,4678.1430005,0,32949,NONE,1.0287405341151843
710.0,0,189.158,4575.1109118,4726.7665445,0,33181,NONE,1.033147968568118
711.0,0,183.333,4440.0788347,4575.0569532,0,32182,NONE,1.0303999373716346
712.0,0,178.926,4333.9234847,4450.5269413,0,31389,NONE,1.0269048258492897
713.0,0,172.15,4396.3323715,4468.8617214,0,31768,NONE,1.016497694844499
714.0,0,168.612,4197.1138871,4232.4310409,0,30275,NONE,1.0084146284208653
715.0,0,173.872,4371.4352344,4411.41441,0,31538,NONE,1.0091455491060222
716.0,0,172.825,4459.7226786,4491.0958216,0,32160,NONE,1.0070347744155803
717.0,0,167.818,4417.3800195,4425.1517595,0,31817,NONE,1.0017593550850712
718.0,0,169.307,4532.8033797,4566.2598884,0,32689,NONE,1.007380975060563
719.0,0,177.36,4708.8107116,4757.7156112,0,33981,NONE,1.010385828311069
720.0,0,177.455,4534.9344146,4551.2227897,0,32677,NONE,1.0035917553840603
721.0,0,180.371,4647.4802783,4714.9062701,0,33569,NONE,1.014508074862593
722.0,0,172.727,4409.2916991,4439.0875072,0,31794,NONE,1.0067575044096269
723.0,0,154.872,4189.7465781,4211.8013582,0,30201,NONE,1.0052639890477582
724.0,0,179.647,4812.6778659,4806.8457747,143,34499,NONE,0.9987881816812793
725.0,0,170.636,4470.6189645,4482.6038223,0,32207,NONE,1.0026808050283793
726.0,0,167.509,4493.9208127,4519.2757015,0,32396,NONE,1.0056420417396643
727.0,0,170.0,4436.0632585,4459.5543793,0,31977,NONE,1.0052954882361038
728.0,0,184.74,4873.9445662,4762.1802837,2733,32183,NONE,0.9770690287954716
729.0,0,175.02,4437.9353201,4422.3914261,382,31547,NONE,0.9964974942447674
730.0,0,178.639,4518.7165248,4494.5941858,592,31904,NONE,0.9946616834962736
731.0,0,176.788,4553.974119,4526.3730345,677,32068,NONE,0.9939391213523056
732.0,0,175.375,4478.5240882,4450.7069339,683,31519,NONE,0.9937887675153312
733.0,0,174.24,4523.0826823,4514.7270713,205,32348,NONE,0.9981526733896116
734.0,0,171.818,4334.1566955,4339.4317024,0,31214,NONE,1.0012170780316911
735.0,0,187.582,4836.3145994,4796.509691,976,33782,NONE,0.991769578346922
736.0,0,181.722,4660.1759131,4697.778438,0,33613,NONE,1.0080689067539914
737.0,0,187.856,4693.3109646,4754.5592652,0,33889,NONE,1.0130501262460496
738.0,0,184.347,4571.5247883,4621.7412079,0,32995,NONE,1.0109846105895608
739.0,0,182.722,4497.3037349,4574.1966377,0,32502,NONE,1.0170975560763875
740.0,0,180.6,4470.5529221,4563.3247793,0,32335,NONE,1.0207517635551044
741.0,0,173.51,4207.0576515,4294.4505215,0,30429,NONE,1.020772919517478
742.0,0,188.722,4746.0972456,4824.700287,0,34296,NONE,1.016561616278063
743.0,0,181.44,4469.5821967,4573.0443209,0,32345,NONE,1.023148052691902
744.0,0,180.247,4374.1839325,4474.4360694,0,31653,NONE,1.0229190492322764
745.0,0,180.535,4524.6886555,4643.2463565,0,32766,NONE,1.026202399773051
746.0,0,177.786,4486.5419754,4571.9591293,0,32438,NONE,1.019038527749957
747.0,0,177.673,4410.1217252,4454.1176682,0,31823,NONE,1.0099761289464193
748.0,0,175.74,4414.3061438,4490.4282173,0,31904,NONE,1.017244402862025
749.0,0,176.02,4465.8352878,4494.0538944,0,32199,NONE,1.006318774603508
750.0,0,170.121,4398.6358979,4388.5202963,248,31406,NONE,0.9977002866718682
751.0,0,173.691,4458.0398664,4431.7824458,644,31412,NONE,0.9941100974000028
752.0,0,181.235,4732.3344791,4778.774618,0,34146,NONE,1.0098133678219705
753.0,0,175.86,4515.175571,4577.9040917,0,32609,NONE,1.0138928198280688
754.0,0,171.093,4281.3385533,4338.7232073,0,30917,NONE,1.0134034375664518
755.0,0,176.727,4452.9312339,4530.8772187,0,32185,NONE,1.0175044214037263
756.0,0,170.242,4374.6812727,4389.4593663,0,31521,NONE,1.0033780960666143
757.0,0,180.245,4726.5826485,4745.9945951,0,34062,NONE,1.0041069728477423
758.0,0,171.553,4441.9306001,4387.9483904,1323,30573,NONE,0.9878471289716266
759.0,0,166.8,4359.0205958,4307.5241164,1262,30041,NONE,0.9881862270966056
760.0,0,173.942,4513.1405449,4457.9051358,1354,31053,NONE,0.9877612034124622
761.0,0,163.755,4305.6610247,4222.9812607,2023,28847,NONE,0.9807974284260428
762.0,0,132.286,3716.2477028,3633.2572156,2029,24596,NONE,0.97766820356526
763.0,0,178.824,4869.5045547,4745.4232498,3032,31832,NONE,0.9745187003100269
764.0,0,187.714,4935.9355022,4854.8118482,1986,33424,NONE,0.9835646851617404
765.0,0,175.782,4498.7872348,4460.4034948,941,31389,NONE,0.9914679805919502
766.0,0,175.782,4499.784847,4479.6501118,494,31872,NONE,0.9955254004614412
767.0,0,181.697,4683.2318307,4678.1430005,125,33586,NONE,0.9989133934889493
768.0,0,168.222,4274.1896927,4288.2977504,0,30797,NONE,1.0033007560998275
770.0,0,100.793,3422.9608528,3307.0147625,2828,21634,NONE,0.966126959878856
771.0,0,184.812,5360.5313706,5123.3963103,5770,32450,NONE,0.9557627697879776
772.0,0,190.168,5058.2553619,4916.0418283,3473,32721,NONE,0.9718848647557048
773.0,0,180.653,4739.9599987,4638.4347022,2483,31484,NONE,0.978580980318854
774.0,0,184.242,4736.1432532,4707.5961568,701,33354,NONE,0.9939725014903822
775.0,0,189.938,4750.668155,4727.9523057,558,33611,NONE,0.9952183885384432
776.0,0,175.438,4260.5296226,4333.2956282,0,30791,NONE,1.0170790986205125
777.0,0,181.579,4505.7805538,4553.4821191,0,32517,NONE,1.0105867484513356
778.0,0,181.959,4550.7916717,4616.9277223,0,32870,NONE,1.0145328671077782
779.0,0,178.592,4401.3469221,4448.1779651,0,31764,NONE,1.0106401617116008
780.0,0,175.723,4492.3331701,4551.8249256,0,32439,NONE,1.01324295265898
781.0,0,180.258,4556.694926,4543.1618622,332,32454,NONE,0.997030070254916
782.0,0,167.65,4391.5392512,4397.3848385,0,31628,NONE,1.0013311021411009
783.0,0,170.97,4510.8383983,4486.6974842,593,31847,NONE,0.994648242306996
784.0,0,190.515,5015.026056,5020.0931336,0,36116,NONE,1.0010103791173603
785.0,0,177.845,4625.4223941,4680.4782831,0,33390,NONE,1.0119028889275554
786.0,0,182.041,4592.8434833,4644.3376595,0,33150,NONE,1.0112118290961225
787.0,0,183.773,4631.7009731,4629.5976041,52,33293,NONE,0.9995458754759396
788.0,0,186.606,4702.6326787,4775.9397191,0,33975,NONE,1.0155885108211906
789.0,0,190.105,4680.3709152,4655.1488696,619,33040,NONE,0.9946111011163477
790.0,0,182.824,4513.7827282,4521.4926346,0,32511,NONE,1.001708080974264
791.0,0,180.247,4369.8603992,4418.8843751,0,31541,NONE,1.0112186595043118
792.0,0,179.703,4466.1884293,4513.3316916,0,32231,NONE,1.0105555918757751
792.0,0,177.835,4458.6608574,4430.1513374,700,31358,NONE,0.9936058110469014
793.0,0,186.667,4756.3496326,4786.1379071,0,34293,NONE,1.0062628437354209
794.0,0,180.438,4488.8497646,4515.5370331,0,32362,NONE,1.0059452353942566
795.0,0,185.03,4747.2246269,4716.6241868,751,33381,NONE,0.993554035777746
796.0,0,181.38,4573.4766148,4504.4141248,1691,31128,NONE,0.9848993455489614
797.0,0,181.5,4632.6840574,4655.4219835,0,33391,NONE,1.0049081538516922
798.0,0,178.424,4522.315731,4491.8781959,747,31766,NONE,0.9932694803037848
799.0,0,177.188,4522.4232444,4444.6653756,1904,30535,NONE,0.982806149580032
800.0,0,189.588,4768.9244302,4744.5391192,599,33699,NONE,0.9948866224749596
801.0,0,188.722,4642.49451,4689.4283164,0,33500,NONE,1.01010960945649
802.0,0,190.688,4724.4785062,4707.9029605,407,33583,NONE,0.9964915607768672
803.0,0,176.495,4361.4573909,4383.4170267,0,31437,NONE,1.005034930719676
804.0,0,181.898,4617.6348714,4646.5359568,0,33293,NONE,1.0062588502999672
805.0,0,184.454,4672.263591,4739.5290463,0,33747,NONE,1.0143967595127918
806.0,0,174.0,4334.9309716,4411.9095676,0,31333,NONE,1.0177577443572503
807.0,0,178.99,4690.4017848,4652.869665,921,32791,NONE,0.9919981013307584
808.0,0,172.981,4536.9124472,4525.0884694,290,32357,NONE,0.9973938272034988
809.0,0,178.4,4583.8718001,4619.0964346,0,33060,NONE,1.0076844720001183
810.0,0,183.173,4623.5877331,4719.5851019,0,33442,NONE,1.0207625277904344
811.0,0,180.848,4677.2292623,4624.2920432,1298,32295,NONE,0.9886819276688676
812.0,0,182.617,4756.9717268,4692.0103413,1592,32556,NONE,0.986343962245136
813.0,0,179.308,4695.1004681,4671.8425479,571,33197,NONE,0.9950463423822296
814.0,0,177.673,4538.7493275,4631.6591074,0,32826,NONE,1.0204703483704345
815.0,0,174.18,4377.191257,4436.9707385,0,31610,NONE,1.013657041237209
816.0,0,181.235,4642.2550658,4754.9522121,0,33603,NONE,1.0242763796264132
817.0,0,190.213,4624.5208715,4740.8615125,0,33481,NONE,1.0251573393726006
818.0,0,183.221,4544.4810652,4532.8809919,285,32417,NONE,0.997447437202714
819.0,0,184.788,4652.7591181,4710.2393888,0,33591,NONE,1.012354018173086
820.0,0,171.278,4338.0912301,4346.7949915,0,31248,NONE,1.0020063573904598
821.0,0,187.516,4692.0247936,4716.5354481,0,33821,NONE,1.0052238970547287
822.0,0,180.245,4517.0703788,4542.3980112,0,32563,NONE,1.005607092711876
823.0,0,187.515,4665.9918668,4687.9607192,0,33630,NONE,1.004708292047467
824.0,0,178.158,4520.1385703,4508.5200373,285,32241,NONE,0.9974296068982618
825.0,0,180.353,4559.4964069,4558.6648672,20,32807,NONE,0.9998176246616312
826.0,0,178.364,4358.8486374,4403.8154779,0,31455,NONE,1.0103162197728484
827.0,0,178.218,4535.8448804,4566.2598884,0,32706,NONE,1.0067054779874478
828.0,0,182.4,4555.7310034,4582.7638625,0,32844,NONE,1.0059338137128433
829.0,0,175.515,4432.4046787,4449.2853034,0,31940,NONE,1.0038084574680468
830.0,0,186.667,4684.7522739,4751.7758913,0,33836,NONE,1.0143067580698784
831.0,0,182.198,4626.4511891,4638.4347022,0,33329,NONE,1.002590217125436
832.0,0,178.118,4547.4593581,4526.2571157,520,32188,NONE,0.9953375630807488
833.0,0,180.918,4535.0692977,4497.767463,915,31678,NONE,0.9917748038119468
834.0,0,183.551,4634.6432542,4711.0023041,0,33490,NONE,1.016475712522383
835.0,0,195.391,4744.4403939,4806.9472023,0,34259,NONE,1.0131747483813611
836.0,0,186.061,4530.9002692,4621.7412079,0,32766,NONE,1.020049202874209
837.0,0,179.212,4385.6159396,4496.515203,0,31752,NONE,1.02528704403836
838.0,0,180.894,4258.9759631,4389.303625,0,30871,NONE,1.030600703791044
839.0,0,192.758,4745.3467848,4844.4241533,0,34323,NONE,1.0208788467931067
840.0,0,177.386,4337.1618826,4460.4034948,0,31423,NONE,1.0284152668348454
841.0,0,181.235,4532.4009474,4669.191551,0,32850,NONE,1.03018060519965
842.0,0,184.154,4623.5463804,4686.8751061,0,33390,NONE,1.0136970023634804
843.0,0,176.25,4415.45953,4527.9979839,0,31970,NONE,1.0254873707108805
844.0,0,185.091,4613.6389745,4707.5961568,0,33367,NONE,1.0203650920280738
845.0,0,177.873,4580.4219456,4616.7822581,0,33037,NONE,1.0079382015307403
846.0,0,172.269,4398.7943868,4429.8679966,0,31721,NONE,1.0070641196354269
847.0,0,179.762,4646.3121893,4662.4929735,0,33479,NONE,1.003482500430613
848.0,0,183.284,4666.0654883,4593.7622911,1771,31710,NONE,0.9845044615466076
849.0,0,179.688,4633.6201966,4571.2219068,1529,31734,NONE,0.9865335769544114
850.0,0,182.97,4672.6090051,4628.8113937,1074,32499,NONE,0.990626733083766
851.0,0,184.02,4778.8995426,4747.9960696,758,33601,NONE,0.9935333495243998
852.0,0,173.46,4512.5951617,4480.7086757,782,31658,NONE,0.992933891728061
853.0,0,177.48,4661.5907214,4568.5741675,2276,31140,NONE,0.9800461774833668
854.0,0,176.529,4622.6309448,4573.9019275,1195,32011,NONE,0.9894585966559118
855.0,0,181.5,4625.0822156,4567.9301311,1401,31809,NONE,0.9876430122026304
856.0,0,184.926,4596.0646112,4573.3000983,559,32497,NONE,0.9950469554225748
857.0,0,189.221,4727.1416416,4716.5354481,261,33758,NONE,0.9977563199277418
858.0,0,180.695,4390.9576435,4394.255911,0,31620,NONE,1.000751149923954
859.0,0,179.811,4633.8068051,4583.5311947,1232,32051,NONE,0.989150257549653
860.0,0,186.064,4767.6329319,4771.8813261,0,34334,NONE,1.0008910908747974
861.0,0,190.454,4904.234404,4909.8715278,0,35319,NONE,1.0011494401237029
862.0,0,186.522,4665.2984935,4696.0176515,0,33639,NONE,1.0065846071891862
863.0,0,187.979,4792.8600381,4789.6297761,79,34424,NONE,0.999326026219351
864.0,0,190.105,4799.858739,4839.3086051,0,34621,NONE,1.0082189639831398
865.0,0,178.875,4453.9131222,4520.5992944,0,32174,NONE,1.0149724905651192
