sec,hr,ve,vo2,vco2,fat,cho,phases,rer
192.0,0,156.092,4618.6952041,5137.9521035,0,34077,NONE,1.1124250197196508
194.0,0,154.864,4489.8942044,5005.7044034,0,33144,NONE,1.114882483978023
195.0,0,161.578,4612.068177,5189.4079238,0,34121,NONE,1.125180228184645
196.0,0,154.015,4496.8612636,5058.7638196,0,33267,NONE,1.124954389976035
198.0,0,154.522,4491.3959579,5043.6113124,0,33213,NONE,1.1229496040153617
199.0,0,156.316,4461.2667006,4992.0935379,0,32962,NONE,1.1189856766977435
200.0,0,144.745,4192.2122326,4682.3902891,0,30960,NONE,1.1169258685636707
202.0,0,158.928,4637.6868632,5111.9129214,0,34143,NONE,1.1022548680384137
203.0,0,158.429,4613.6600408,5051.1884993,0,33911,NONE,1.0948332678677672
204.0,0,159.116,4614.9853508,5068.0711904,0,33946,NONE,1.0981770916177358
206.0,0,152.308,4495.1884187,4942.2105627,0,33073,NONE,1.0994445843783516
207.0,0,151.238,4471.7277092,4892.1798806,0,32862,NONE,1.0940245468289524
208.0,0,148.248,4377.8927153,4832.2243412,0,32240,NONE,1.1037786111825414
210.0,0,144.574,4402.9165332,4771.0199456,0,32284,NONE,1.0836044493744843
211.0,0,139.6,4334.3866708,4668.8884469,0,31737,NONE,1.0771739582796065
212.0,0,144.923,4532.8463132,4871.7380739,0,33173,NONE,1.0747635673667384
214.0,0,144.131,4532.7402976,4851.796846,0,33141,NONE,1.0703893290707465
215.0,0,143.014,4556.8249282,4886.4092597,0,33331,NONE,1.0723276265147603
216.0,0,146.481,4567.7432286,4917.6651433,0,33442,NONE,1.076607177152392
218.0,0,148.672,4630.2671768,5000.3168146,0,33924,NONE,1.07991971600562
219.0,0,146.364,4577.1590437,4933.4250564,0,33520,NONE,1.0778356201518415
220.0,0,153.023,4632.5543163,5008.3932759,0,33950,NONE,1.0811299628538795
222.0,0,154.14,4595.5505198,4976.1567541,0,33691,NONE,1.0828205962833295
223.0,0,125.39,4068.1540891,4496.6404606,0,29969,NONE,1.1053269768340546
225.0,0,137.778,4371.5324587,4670.685361,0,31949,NONE,1.0684320441690056
226.0,0,143.552,4601.8343706,4889.6271366,0,33589,NONE,1.062538705834056
228.0,0,130.5,4209.2629602,4466.7621731,0,30715,NONE,1.0611744182615204
229.0,0,158.558,5018.1145051,5332.0185993,0,36628,NONE,1.0625541911969072
231.0,0,97.306,3682.9935587,3904.8912679,0,26869,NONE,1.0602492797403436
232.0,0,164.238,5454.1849946,5604.3286963,0,39508,NONE,1.0275281644917895
233.0,0,163.438,5063.8163793,5293.4388822,0,36823,NONE,1.0453457403863726
235.0,0,164.208,4993.9695697,5279.7188773,0,36409,NONE,1.0572188724043758
236.0,0,160.32,4751.5811144,5091.0452171,0,34749,NONE,1.071442346142683
237.0,0,154.698,4559.3121688,4914.582719,0,33390,NONE,1.0779219621396323
238.0,0,146.763,4479.755752,4824.6366402,0,32801,NONE,1.0769865383946495
240.0,0,149.731,4497.2950994,4844.6475803,0,32931,NONE,1.077235865831073
241.0,0,158.115,4679.4231354,5047.0606924,0,34274,NONE,1.0785647175650368
242.0,0,162.198,4855.7998925,5216.0028708,0,35532,NONE,1.0741799469241615
244.0,0,159.86,4707.5955898,5092.5764151,0,34504,NONE,1.081778652808271
245.0,0,155.339,4618.4170009,4992.2363551,0,33845,NONE,1.0809410137991335
246.0,0,145.695,4364.3947759,4708.3478703,0,31968,NONE,1.0788088869272996
247.0,0,155.661,4683.6048526,5029.1742206,0,34269,NONE,1.0737827760615126
249.0,0,159.512,4702.8803571,5064.1542593,0,34433,NONE,1.076819709362706
250.0,0,163.559,4880.9763348,5249.4082229,0,35727,NONE,1.075483235899585
251.0,0,154.698,4587.39458,4936.2931316,0,33582,NONE,1.076055927938076
252.0,0,156.651,4513.1263198,4905.5294216,0,33116,NONE,1.086947068172776
254.0,0,156.698,4646.6806205,5041.6886012,0,34082,NONE,1.0850086358329265
255.0,0,156.384,4555.6817922,4951.0642233,0,33427,NONE,1.0867888604021805
256.0,0,165.529,4730.3439362,5158.2520872,0,34736,NONE,1.0904602618269124
257.0,0,159.629,4546.7916198,4970.6576264,0,33408,NONE,1.093223099284819
259.0,0,149.209,4392.2364933,4777.2846982,0,32234,NONE,1.0876656358298011
260.0,0,160.935,4749.5695442,5164.4702484,0,34854,NONE,1.0873554330216433
261.0,0,158.927,4607.5743835,5000.4946412,0,33797,NONE,1.0852770297332737
262.0,0,160.8,4620.5620824,4904.2754128,0,33717,NONE,1.0614023413906029
264.0,0,160.739,4723.740234,5046.0982674,0,34522,NONE,1.068242116930937
265.0,0,156.047,4600.7449774,4936.2161177,0,33657,NONE,1.0729166997840387
266.0,0,155.712,4591.7748177,4940.6668142,0,33613,NONE,1.0759819482338548
267.0,0,163.488,4748.3766907,5104.9475089,0,34753,NONE,1.0750932037254683
269.0,0,158.274,4578.4987656,4914.883667,0,33498,NONE,1.073470567236446
270.0,0,158.457,4593.368012,4979.3782515,0,33684,NONE,1.0840364278437005
271.0,0,154.724,4530.736821,4892.845665,0,33195,NONE,1.079922727429592
272.0,0,148.122,4458.6840673,4801.2689718,0,32645,NONE,1.0768354293170308
274.0,0,149.429,4503.4727366,4799.0037398,0,32893,NONE,1.06562291380121
275.0,0,147.462,4436.4523128,4713.6315383,0,32382,NONE,1.0624776749431717
276.0,0,150.095,4522.9056045,4806.2681503,0,33014,NONE,1.062650554881816
277.0,0,163.55,4847.7210705,5148.4979868,0,35380,NONE,1.0620450128887011
279.0,0,164.855,4817.3604401,5147.9858778,0,35209,NONE,1.0686320738942126
280.0,0,167.59,4801.7058935,5133.2026003,0,35097,NONE,1.0690372784490494
281.0,0,164.182,4718.646634,5067.7054844,0,34527,NONE,1.0739743569448224
282.0,0,160.306,4665.8141891,5001.8796318,0,34126,NONE,1.0720271809119826
284.0,0,128.0,4005.6485575,4272.0440744,0,29263,NONE,1.0665049649453675
286.0,0,98.274,3756.4073832,3925.1331726,0,27313,NONE,1.04491679740451
287.0,0,171.103,5629.3376405,5795.9982155,0,40795,NONE,1.0296057166301358
288.0,0,175.179,5309.9958639,5506.0083385,0,38542,NONE,1.0369138657776724
289.0,0,174.942,5069.5628391,5384.7352858,0,37000,NONE,1.0621695512420066
290.0,0,173.897,4893.3554544,5281.3561641,0,35847,NONE,1.0792913397188668
291.0,0,174.672,4830.7424437,5249.3958747,0,35444,NONE,1.0866644073616438
293.0,0,159.827,4501.9037661,4819.1686183,0,32916,NONE,1.0704734860369631
294.0,0,166.195,4777.6812421,5085.617556,0,34887,NONE,1.0644530889140371
295.0,0,168.966,4771.6345169,5092.8904325,0,34865,NONE,1.0673261781601646
296.0,0,162.927,4638.8482499,4953.3833876,0,33898,NONE,1.0678045757816674
298.0,0,170.2,4774.3216393,5101.9841081,0,34894,NONE,1.0686301622628092
299.0,0,159.138,4564.7318121,4895.3457407,0,33390,NONE,1.0724278976748691
300.0,0,168.836,4749.7580251,5099.7236021,0,34753,NONE,1.073680717028239
301.0,0,171.239,4684.1996361,5024.5137613,0,34265,NONE,1.0726514990047138
303.0,0,156.294,4612.1471511,4993.3229027,0,33811,NONE,1.0826460516354273
304.0,0,163.45,4597.2956868,4952.5322448,0,33663,NONE,1.0772707657286378
305.0,0,166.86,4738.0776592,5073.6397325,0,34646,NONE,1.070822408883154
306.0,0,159.532,4593.7442271,4941.6883319,0,33626,NONE,1.0757430295634145
308.0,0,155.659,4616.1547592,4885.8426543,0,33663,NONE,1.0584226286093446
309.0,0,169.034,4874.2309084,5181.6768309,0,35581,NONE,1.063075781241747
310.0,0,166.688,4711.7512774,5019.8712582,0,34413,NONE,1.0653939400999164
311.0,0,171.026,4710.9897325,5039.0673879,0,34439,NONE,1.0696409192184542
312.0,0,168.421,4590.4309986,4903.6649899,0,33547,NONE,1.068236292277464
313.0,0,170.452,4653.7858472,4968.4887233,0,34006,NONE,1.0676229818974898
315.0,0,170.092,4659.6693759,5006.9738687,0,34100,NONE,1.0745341492673863
316.0,0,160.86,4558.3347737,4908.4430597,0,33375,NONE,1.0768061810685785
317.0,0,162.796,4733.5551993,5026.7817936,0,34546,NONE,1.0619463768677215
318.0,0,155.4,4532.5826494,4801.895978,0,33061,NONE,1.0594171909111574
319.0,0,166.22,4834.7161213,5132.4958262,0,35282,NONE,1.0615919730194894
320.0,0,162.198,4766.8815502,5045.8982718,0,34764,NONE,1.0585323378946334
322.0,0,165.529,4754.1682555,5008.9574262,0,34634,NONE,1.0535927962594172
323.0,0,172.071,4808.0629482,4986.1604107,0,34900,NONE,1.0370414165577166
324.0,0,169.744,4772.8258543,4979.6377967,0,34692,NONE,1.043331131014067
325.0,0,170.85,4819.3726276,5093.1807544,0,35133,NONE,1.0568140602434293
326.0,0,155.508,4362.3538417,4604.4302925,0,31792,NONE,1.0554921630808527
327.0,0,173.374,4884.0380089,5087.1073483,0,35487,NONE,1.0415781652456335
329.0,0,169.043,4763.8900974,4992.1042502,0,34661,NONE,1.047904999513854
330.0,0,171.345,4861.3311603,5088.7792997,0,35362,NONE,1.046787213604671
331.0,0,166.226,4620.9495073,4875.1991188,0,33674,NONE,1.055021075451776
332.0,0,166.241,4744.5114183,4979.9286294,0,34533,NONE,1.0496188522577847
334.0,0,132.587,4012.6237459,4193.1840176,0,29177,NONE,1.044998056915875
335.0,0,99.713,3774.2381953,3850.7145795,0,27296,NONE,1.0202627338929575
336.0,0,182.885,5906.6488411,5901.5459265,125,42394,NONE,0.9991360727990984
337.0,0,172.389,5285.0885242,5344.5567397,0,38147,NONE,1.011252075575972
339.0,0,183.813,5293.9376744,5469.4821835,0,38394,NONE,1.033159534527368
340.0,0,185.509,5158.7855131,5404.5011508,0,37532,NONE,1.0476305202214824
341.0,0,186.117,4919.4366797,5202.6041208,0,35868,NONE,1.0575609484452737
342.0,0,174.964,4833.9180712,5142.3557647,0,35293,NONE,1.0638069758231197
343.0,0,182.353,4993.3095688,5296.8798211,0,36433,NONE,1.060795399948126
344.0,0,177.943,4831.426535,5135.503204,0,35268,NONE,1.0629372436478537
345.0,0,176.972,4794.9276505,5121.2142815,0,35040,NONE,1.0680482907736837
346.0,0,181.855,4921.2728821,5246.2604163,0,35948,NONE,1.06603729197421
347.0,0,181.269,4886.4759797,5212.0127035,0,35698,NONE,1.0666199373848115
348.0,0,170.916,4556.6850904,4895.362353,0,33345,NONE,1.0743253606253202
349.0,0,175.515,4685.8455308,4950.2195609,0,34157,NONE,1.0564197066169323
350.0,0,176.364,4716.4167765,5008.7552262,0,34421,NONE,1.0619831672121522
351.0,0,173.835,4796.7425733,5167.40194,0,35124,NONE,1.0772731413111871
352.0,0,171.744,4776.9973088,5138.245909,0,34967,NONE,1.0756225253747835
353.0,0,169.946,4742.7039225,4945.3072911,0,34468,NONE,1.0427189577740292
355.0,0,176.673,4895.015769,5111.4925171,0,35587,NONE,1.0442239123050312
356.0,0,173.833,4826.2549406,5037.7231752,0,35084,NONE,1.043816217171012
357.0,0,173.365,4726.0642655,4915.0282732,0,34327,NONE,1.0399833766712454
358.0,0,168.421,4799.5574015,4981.3645433,0,34845,NONE,1.0378799807130508
359.0,0,170.272,4737.2191586,4894.8522667,0,34358,NONE,1.033275451867966
360.0,0,164.067,4772.8619578,4943.7985897,0,34635,NONE,1.0358142836334598
361.0,0,166.154,4859.9096193,5021.4543206,0,35247,NONE,1.0332402686376023
362.0,0,168.545,4850.7808698,4978.7739743,0,35128,NONE,1.02638608255773
363.0,0,175.714,4980.1686841,5141.8862932,0,36113,NONE,1.0324723155696132
365.0,0,171.393,4940.4986392,5168.5134503,0,35933,NONE,1.0461521857917
366.0,0,173.676,4856.7273706,5097.7097473,0,35350,NONE,1.0496182631454212
367.0,0,166.84,4733.7912059,4975.9854624,0,34467,NONE,1.0511628515001123
368.0,0,162.151,4558.3033102,4793.0439025,0,33192,NONE,1.0514973612604337
369.0,0,171.405,4895.5844291,5121.7641169,0,35606,NONE,1.0462007531635156
370.0,0,169.892,4787.209849,5029.7669799,0,34852,NONE,1.050667745628629
371.0,0,171.375,4748.2520684,4955.0980677,0,34515,NONE,1.0435625565619349
373.0,0,148.038,4577.374667,4847.9823752,0,33386,NONE,1.0591185401865642
374.0,0,170.833,4892.6919432,5090.3798292,0,35541,NONE,1.0404047277643858
375.0,0,168.545,4865.4079881,5073.3491597,0,35360,NONE,1.042738691618173
376.0,0,170.944,4897.1555275,5099.4214489,0,35580,NONE,1.041302735897231
377.0,0,167.684,4836.0579233,5064.171125,0,35181,NONE,1.047169245140956
379.0,0,169.929,4773.8202107,5036.4180966,0,34787,NONE,1.0550079128056429
380.0,0,165.545,4739.2335529,4968.2866557,0,34485,NONE,1.0483312544619876
381.0,0,171.077,5017.0944488,5273.5071088,0,36529,NONE,1.0511078000656997
382.0,0,170.703,4833.8281957,5095.7323061,0,35218,NONE,1.0541815099330547
383.0,0,173.727,4943.7809249,5118.3516246,0,35872,NONE,1.0353111722286783
384.0,0,178.0,4967.1875554,5097.1987823,0,35970,NONE,1.026174012044031
385.0,0,167.732,4647.8588406,4800.4501067,0,33706,NONE,1.0328304432929598
386.0,0,170.752,4707.8103511,4892.768836,0,34189,NONE,1.0392875819343028
387.0,0,174.35,4783.8181431,5006.4246024,0,34796,NONE,1.0465332194161852
388.0,0,164.895,4609.8197446,4824.3083629,0,33530,NONE,1.046528634563478
390.0,0,157.983,4489.6241548,4695.2759882,0,32651,NONE,1.0458060243595515
391.0,0,172.909,4899.6833173,5104.8696024,0,35603,NONE,1.0418774585646218
392.0,0,173.727,4981.6766649,5189.2752369,0,36197,NONE,1.04167242997979
393.0,0,171.436,4755.5747363,4995.4428641,0,34620,NONE,1.0504393561453365
394.0,0,172.673,4849.051997,5079.9352425,0,35279,NONE,1.0476140997545176
395.0,0,177.404,4858.78687,5106.0968165,0,35375,NONE,1.050899525564084
396.0,0,177.084,4792.4631153,5046.654925,0,34908,NONE,1.0530399094545952
397.0,0,168.661,4617.4911238,4854.281311,0,33621,NONE,1.0512811353289904
398.0,0,174.788,4926.2375733,5085.7903558,0,35722,NONE,1.0323883653855366
399.0,0,174.057,4900.7364856,5149.2696174,0,35679,NONE,1.0507134249169023
400.0,0,175.941,4854.1066952,5147.4926552,0,35414,NONE,1.0604407728182232
401.0,0,184.0,5056.9622636,5348.0838346,0,36871,NONE,1.0575684681484558
402.0,0,171.961,4640.9378322,4932.1426033,0,33876,NONE,1.0627469665892844
403.0,0,171.766,4601.5075328,4863.5048348,0,33546,NONE,1.056937275476017
404.0,0,170.812,4635.663105,4883.0318921,0,33769,NONE,1.0533621148683538
405.0,0,171.981,4853.8185066,5105.932504,0,35347,NONE,1.0519413729741207
406.0,0,180.062,4880.8808347,5132.0470859,0,35540,NONE,1.0514592057676075
407.0,0,170.64,4650.4040604,4883.7885603,0,33853,NONE,1.050185854147032
409.0,0,102.0,3402.2878614,3517.0748067,0,24678,NONE,1.0337381638403655
410.0,0,181.698,5677.8930982,5783.6214105,0,41048,NONE,1.0186210466578731
411.0,0,190.4,5678.5319096,5871.5941964,0,41191,NONE,1.0339986267354797
412.0,0,192.706,5218.2825444,5475.4929821,0,37979,NONE,1.0492902474159864
413.0,0,188.857,5030.028839,5281.4045931,0,36614,NONE,1.0499750124991285
414.0,0,190.634,4857.9275137,5143.8837105,0,35430,NONE,1.0588638253645335
415.0,0,189.509,4882.6654177,5187.7840077,0,35638,NONE,1.062490169589324
416.0,0,179.564,4608.846947,4907.5467217,0,33657,NONE,1.0648100876715878
417.0,0,180.962,4793.7730083,5097.1483326,0,34996,NONE,1.063285291934919
419.0,0,183.635,4861.7365813,5143.6699204,0,35451,NONE,1.057990253973121
420.0,0,167.786,4543.7627912,4796.1046891,0,33115,NONE,1.0555358872141642
421.0,0,184.855,5038.2967277,5300.2710842,0,36691,NONE,1.051996611287242
422.0,0,177.243,4779.6240333,5032.6195345,0,34814,NONE,1.052932092448561
423.0,0,180.0,4874.67705,5107.7896339,0,35467,NONE,1.047821133894398
424.0,0,183.084,4917.5878543,5169.518663,0,35806,NONE,1.051230565912454
425.0,0,185.547,4844.6045121,5163.1509584,0,35386,NONE,1.0657528278117214
426.0,0,187.314,4860.3716088,5170.0608301,0,35485,NONE,1.063717190006478
427.0,0,174.606,4533.8322068,4849.4760922,0,33144,NONE,1.069619666322584
428.0,0,184.971,4811.5792212,5133.3607242,0,35153,NONE,1.0668764844569572
429.0,0,182.748,4892.1993279,5230.9661577,0,35760,NONE,1.0692463260578997
430.0,0,180.056,4813.036269,5122.5845764,0,35144,NONE,1.0643145594795849
431.0,0,176.037,4683.101868,4964.9788281,0,34165,NONE,1.060190226060656
433.0,0,185.942,4906.9242384,5216.6111192,0,35820,NONE,1.063112219743784
434.0,0,182.712,4745.4408798,5073.378671,0,34687,NONE,1.069105863818879
435.0,0,184.075,4887.8916808,5234.1419151,0,35741,NONE,1.0708383607722112
436.0,0,177.701,4635.3237082,4958.6878026,0,33887,NONE,1.0697608440653157
437.0,0,187.62,4974.8166319,5297.3904731,0,36330,NONE,1.0648413529719991
438.0,0,180.343,4725.0969117,5020.1500056,0,34488,NONE,1.0624438184896074
439.0,0,189.515,5036.3460863,5355.8716168,0,36768,NONE,1.0634439184727955
440.0,0,187.485,5008.5448147,5321.4649283,0,36557,NONE,1.0624772514127423
441.0,0,189.529,5064.0921712,5386.6152069,0,36972,NONE,1.0636882238309604
442.0,0,184.114,4866.5184403,5185.7727856,0,35545,NONE,1.0656022060157486
443.0,0,183.029,4742.4885459,5071.1858204,0,34667,NONE,1.0693090286499831
444.0,0,176.316,4692.0535243,4914.3839447,0,34135,NONE,1.0473844595438986
445.0,0,184.44,4891.1634605,5048.6886326,0,35466,NONE,1.0322060739478736
446.0,0,186.182,4911.8191069,5084.8730999,0,35639,NONE,1.0352321592537677
447.0,0,179.385,4808.0927329,5081.3235364,0,35051,NONE,1.0568272740728113
448.0,0,170.943,4492.5826553,4710.0196986,0,32691,NONE,1.0483991191666746
449.0,0,175.788,4722.2213571,4950.995063,0,34362,NONE,1.0484462054189885
450.0,0,180.641,4921.7928318,5106.0386481,0,35729,NONE,1.0374346955665374
451.0,0,175.982,4788.0838376,5020.1088971,0,34842,NONE,1.048458854809088
452.0,0,187.2,5021.9060964,5273.3769785,0,36556,NONE,1.050074787794274
454.0,0,180.103,4877.5245105,5151.3024998,0,35552,NONE,1.056130520453691
455.0,0,190.592,4852.7034248,5089.2899821,0,35314,NONE,1.0487535578809353
456.0,0,185.942,4870.8412293,5126.4972497,0,35475,NONE,1.0524870362971657
457.0,0,181.212,4697.7600207,4925.1141187,0,34184,NONE,1.0483962775872326
458.0,0,187.882,4936.3494214,5185.05147,0,35936,NONE,1.0503817755529683
459.0,0,183.728,4902.406256,5155.9677792,0,35699,NONE,1.051721850446333
