sec,hr,ve,vo2,vco2,fat,cho,rer
-8.0,75.0,29.493,956.6645383,795.9544884,3803.0,2830.0,0.8320100270617504
-5.0,74.0,29.244,1197.7209031,964.7920688,5479.0,2776.0,0.8055232786727508
-2.0,73.0,22.298,765.2852227,622.8535887,3357.0,1928.0,0.813884248937295
2.0,75.0,27.21,1009.5328902,889.7013449,2868.0,4211.0,0.8813000086839567
5.0,79.0,31.591,1069.8429751,954.2341796,2773.0,4746.0,0.891938538467111
8.0,79.0,29.413,992.8980368,889.3535565,2486.0,4499.0,0.8957148906913822
11.0,80.0,32.745,1058.7105504,965.9086527,2236.0,5239.0,0.9123444102215305
14.0,83.0,29.094,920.5339598,850.4251906,1694.0,4823.0,0.9238390192413626
16.0,83.0,33.617,1115.6522215,1031.7299964,2028.0,5872.0,0.9247774319965354
19.0,82.0,29.149,963.0952794,880.4960223,1991.0,4812.0,0.9142356328945372
22.0,82.0,32.629,1056.5373805,989.4864585,1625.0,5876.0,0.9365371039042004
25.0,86.0,40.191,1239.3689013,1169.686763,1691.0,7122.0,0.9437761119978813
30.0,90.0,24.953,938.3293574,867.085127,1721.0,4922.0,0.9240733226151964
34.0,96.0,22.951,996.2688144,805.5886496,4488.0,2383.0,0.8086057075721712
37.0,99.0,38.211,1618.4290694,1279.2244304,7951.0,3164.0,0.7904111799439235
40.0,99.0,34.171,1443.3240341,1142.855979,7045.0,2871.0,0.791822177140312
43.0,97.0,44.796,1803.0557315,1490.0437096,7398.0,5088.0,0.8263991420611282
46.0,96.0,37.948,1499.1565945,1208.3020215,6842.0,3491.0,0.8059878640649903
49.0,94.0,39.782,1470.3233505,1215.3413413,6027.0,4156.0,0.8265809972253447
52.0,94.0,41.462,1572.3176654,1320.4818534,5970.0,4951.0,0.8398314681938447
55.0,95.0,47.614,1773.2586413,1544.0654332,5472.0,6933.0,0.8707502657751182
58.0,94.0,31.353,1036.6168006,888.997512,3514.0,3716.0,0.8575951224072801
60.0,94.0,41.614,1685.1640556,1400.8853493,6726.0,4956.0,0.8313050261454912
63.0,95.0,44.763,1754.6515412,1487.7075367,6340.0,5870.0,0.8478649474086245
67.0,96.0,32.475,1427.114224,1192.3051956,5561.0,4342.0,0.8354658481772654
70.0,97.0,44.327,1735.4713578,1449.9419824,6762.0,5281.0,0.8354744524496467
72.0,96.0,46.446,1758.231767,1480.8772124,6579.0,5641.0,0.8422537006749463
75.0,96.0,44.216,1635.7307699,1408.8148437,5406.0,6012.0,0.8612755042727035
77.0,94.0,37.421,1355.4282515,1191.718585,3916.0,5584.0,0.8792192310298765
80.0,93.0,36.667,1315.7834451,1154.8564375,3848.0,5371.0,0.8776949138558515
84.0,93.0,29.984,1267.8141246,1081.4073078,4432.0,4401.0,0.8529699163441549
87.0,96.0,39.29,1518.432996,1305.2228823,5077.0,5518.0,0.8595854316511441
90.0,95.0,38.453,1472.2870804,1264.4662862,4948.0,5323.0,0.8588449243584085
93.0,94.0,34.746,1275.7561659,1087.2771185,4481.0,4406.0,0.8522609159666221
96.0,96.0,51.884,2032.4589422,1798.0641534,5614.0,8649.0,0.8846742810232203
99.0,96.0,34.831,1378.0035772,1187.4359355,4540.0,5079.0,0.8617074404935731
102.0,96.0,46.598,1830.1427514,1583.824567,5874.0,6913.0,0.8654103980623508
106.0,96.0,30.343,1271.466784,1069.231922,4796.0,4039.0,0.8409436529959716
109.0,97.0,44.646,1711.0674067,1481.2955565,5479.0,6476.0,0.8657143200201898
112.0,96.0,42.34,1485.0213367,1329.635829,3730.0,6716.0,0.8953647978922
115.0,94.0,36.208,1278.4058046,1164.8396537,2736.0,6288.0,0.9111658047144634
118.0,92.0,31.901,1102.1723447,1005.63322,2327.0,5456.0,0.9124101369770108
121.0,89.0,41.841,1502.551625,1351.8901693,3621.0,6959.0,0.8997295978432688
124.0,89.0,36.91,1305.3674254,1167.2780226,3314.0,5866.0,0.8942141498914103
